PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
813AAFAC,icdm05-d13,learning through changes an empirical study of dynamic behaviors of probability estimation trees,icdm,icdm05,2005,,kun zhang|bill p buckles|zujia xu|jing peng,8103FA66|809825AF|43DA3319|7F907925,binary classification|learning artificial intelligence|empirical study|probability
7F7324D8,icdm06-d16,discovering unrevealed properties of probability estimation trees on algorithm selection and performance explanation,icdm,icdm06,2006,ibm,kun zhang|bill p buckles|wei fan|zujia xu|xiaojing yuan,7D72A99C|809825AF|7DF1D45A|43DA3319|8103FA66,learning curve|probability|cross validation|data mining|error rate|skewed distribution
7D189392,icdm03-d72,exploiting unlabeled data for improving accuracy of predictive data mining,icdm,icdm03,2003,temple university,hongbo xie|zoran obradovic|slobodan vucetic|bo han|kang peng,8010CC6C|77F44D90|811E44E7|76ACC7D3|78FAAD24,learning artificial intelligence|probability|outlier detection|density estimation|data mining|one class classification
80A851BD,icdm09-d41,trbagg a simple transfer learning method and its application to personalization in collaborative tagging,icdm,icdm09,2009,national institute of advanced industrial science and technology,masahiro hamasaki|toshihiro kamishima|shotaro akaho,8055260C|0D7D6BD8|071A2F62,bagging|ensemble learning|learning artificial intelligence|collaboration|data mining|labeling|recommender system|web pages|personalization|transfer learning
5DD27744,icdm08-d79,an exploration into the power of formal concept analysis for domestic violence analysis,icdm,icdm08,2008,katholieke universiteit leuven,stijn viaene|jonas poelmans|paul elzinga|guido dedene,54B55704|7B3CF544|7ABA6B5C|7B8DBFA8,domestic violence|exploratory data analysis|formal concept analysis|data processing|data mining
7EDB4F34,icdm11-d32,identifying differentially expressed genes via weighted rank aggregation,icdm,icdm11,2011,,qiong fang|wilfred ng|jianlin feng,7E09EE2D|815A4B73|84EAE0B8,computational complexity|genetics|markov processes|transition matrix|gene expression analysis|markov chain|lab on a chip
7E0FB9C9,icdm10-d52,on finding frequent patterns in event sequences,icdm,icdm10,2010,it university of copenhagen,andrea campagna|rasmus pagh,6F224F24|81162ABF,streaming algorithms|streaming algorithm|time frequency analysis|sequences|directed acyclic graph|sampling|directed graphs|graphs|algorithms|error probability|data mining|antennas|time complexity
59426299,icdm15-d23,from micro to macro uncovering and predicting information cascading process with behavioral dynamics,icdm,icdm15,2015,,peng cui|chaoming song|shiqiang yang|linyun yu|fei wang,7EE0DE21|84814BBC|7ECA3CAF|80045A2F|7DF394E9,computational modeling|predictive models|computer science|additives|data models
85DF36F4,icdm15-d11,post classification label refinement using implicit ordering constraint among data instances,icdm,icdm15,2015,,ankush khandelwal|varun mithal|vipin kumar,80CF32CA|0B00296B|7F4600A5,earth|training data|noise measurement|colored noise
7D6BAE6F,icdm05-d19,obtaining best parameter values for accurate classification,icdm,icdm05,2005,university of liverpool,frans coenen|paul leng,735054D4|7F898E0A,association rule mining|data mining
7E4D5C95,icdm01-d23,on effective conceptual indexing and similarity search in text data,icdm,icdm01,2001,ibm,charu c aggarwal|philip s yu,7EAA8442|7FEE7CA3,indexing|similarity search|search engine|indexation|latent semantic indexing|text analysis
7FDD8487,icdm06-d28,optimal segmentation using tree models,icdm,icdm06,2006,helsinki university of technology,robert gwadera|heikki mannila|aristides gionis,2BF27CC6|13934807|12857062,data analysis|bayesian information criterion|computational biology|environmental science|data mining|markov processes|minimum description length|probability|sequences|markov chain|tree model
7D6568A3,icdm09-d67,active learning with generalized queries,icdm,icdm09,2009,,jun du|charles x ling,7DC048DB|76072FBE,bagging|learning artificial intelligence|active learning|labeling|data mining|oracle|supervised learning
7AC1C00A,icdm13-d5,guiding autonomous agents to better behaviors through human advice,icdm,icdm13,2013,indiana university bloomington,sriraam natarajan|gautam kunapuli|jude shavlik|phillip odom,7DA2BB9A|80902738|758AB3EE|7BEF43DF,software agents|learning artificial intelligence|decision theory|markov processes
79A45025,icdm12-d68,clash of the contagions cooperation and competition in information diffusion,icdm,icdm12,2012,,jure leskovec|seth a myers,7FF2B881|6FF9A5FC,social media|information management|probability
7DA75EAE,icdm09-d53,bayesian overlapping subspace clustering,icdm,icdm09,2009,,arindam banerjee|qiang fu,79731492|77B97482,clustering algorithms|bayesian methods|local search|co clustering|parameter estimation|data matrix|algorithm design and analysis|data mining|gibbs sampling|noise measurement|gene expression|accuracy
75F8AE60,icdm13-d39,price information patterns in web search advertising an empirical case study on accommodation industry,icdm,icdm13,2013,simon fraser university,jian pei|guanting tang|yupin yang,7EBD3AAB|7F5514CD|7F95FAB8,regression analysis|pricing|internet
7D40F5A8,icdm08-d17,collaborative filtering for implicit feedback datasets,icdm,icdm08,2008,yahoo,yifan hu|yehuda koren|chris volinsky,07C370A7|8061417F|83392359,feedback|collaborative filtering|electronic commerce|probability density function|recommender system|tv|optimization|factor model|data mining|cost function|computational modeling|confidence level
776D72A0,icdm11-d39,improving product classification using images,icdm,icdm11,2011,microsoft,nikhil rasiwasia|qifa ke|partha pratim talukdar|anitha kannan,86342C11|7FF31633|03028CE3|844C1E9D,confusion matrix|learning artificial intelligence|e commerce|product classification|probability|electronic commerce|cognition|image|search engines|internet|image classification|text analysis
7FA4BABC,icdm09-d54,fast online training of ramp loss support vector machines,icdm,icdm09,2009,temple university,zhuang wang|slobodan vucetic,7E6F7F0C|77F44D90,learning artificial intelligence|svm|support vector machine|active learning|kernel|convex programming|smo|karush kuhn tucker conditions|optimization|algorithm design and analysis|online training|online algorithm|support vector machines|accuracy
79E1ED53,icdm14-d18,tensor based multi view feature selection with applications to brain diseases,icdm,icdm14,2014,,ann b ragin|philip s yu|zhifeng hao|bokai cao|lifang he|xiangnan kong,7EAA8442|80082799|7F7423EA|77A91A1A|806F23BD|7F0793AC,vectors|support vector machines|tensile stress|correlation
7F6B733A,icdm11-d68,twitobi a recommendation system for twitter using probabilistic modeling,icdm,icdm11,2011,,younghoon kim|kyuseok shim,7E686170|80D0D239,learning artificial intelligence|parallel algorithm|recommender systems|collaborative filtering|probabilistic model|recommender system|probability|recommendation system
805F3513,icdm09-d25,convex non negative matrix factorization in the wild,icdm,icdm09,2009,,christian thurau|christian bauckhage|kristian kersting,7942A1E3|7C517784|77EF83DD,image reconstruction|covariance matrix|face|social network analysis|data mining|social network|data handling|information retrieval|computer vision|convex combination|principal component analysis|matrix decomposition|non negative matrix factorization|convex hull
7D67AC06,icdm05-d53,finding maximal frequent itemsets over online data streams adaptively,icdm,icdm05,2005,yonsei university,daesu lee|wonsuk lee,7FF0E29B|84B160E0,data mining
772CEB1E,icdm12-d47,inferring the root cause in road traffic anomalies,icdm,icdm12,2012,,yu zheng|jiafeng hu|sanjay chawla,83370638|848E9A57|7FDBDB84,global positioning system|anomaly detection|vectors|data mining
07A9FDEF,icdm06-d43,3d visualisation of brain slices by using computer techniques,icdm,icdm06,2006,,alper pahsa|baki koyuncu,802EECFD|80EEBCB2,brain slice
80ABFB80,icdm07-d20,high speed function approximation,icdm,icdm07,2007,,biswanath panda|stephen b pope|johannes gehrke|mirek riedewald,845E0B71|82B17E99|7EDCB657|765C6147,learning artificial intelligence|function approximation|prediction model|predictive model|combustion|computer science|data mining|technical report
80FC8A07,icdm08-d63,experimental evaluation of the value of structure how to efficiently exploit interdependencies in sequence labeling,icdm,icdm08,2008,pierre and marie curie university,guillaume wisniewski|patrick gallinari,7ADAA01C|2AA5EC7C,probability density function|mutual information|natural language processing|labeling|data mining
7FA0D715,icdm01-d14,data analysis and mining in ordered information tables,icdm,icdm01,2001,,ning zhong|y y yao|ying sai,809FB305|70D49BC2|8296CD04,attribute values|learning artificial intelligence|consumer products|machine learning|data analysis|rough sets|computer science|data mining|manufacturing
7DD5C003,icdm02-d2,a comparative study of rnn for outlier detection in data mining,icdm,icdm02,2002,commonwealth scientific and industrial research organisation,hongxing he|rohan baxter|lifang gu|simon hawkins|graham j williams,7D94A3D2|81129A66|803AAC8C|8478DEEE|7D41C23E,data mining|recurrent neural networks|outlier detection|testing|scalability|intelligent networks|neural nets|databases|helium|neural network|neural networks
7DB6C8ED,icdm05-d54,a generic framework for efficient subspace clustering of high dimensional data,icdm,icdm05,2005,ludwig maximilian university of munich,hanspeter kriegel|sebastian h r wurst|peer kroger|matthias renz,802DFB51|7263AD95|7D35BB39|8007B3DE,high dimensional data|data mining
7D932714,icdm05-d63,compound classification models for recommender systems,icdm,icdm05,2005,,lars schmidtthieme,04A9E87A,support vector machine|collaborative filtering|consumer behaviour|recommender system|multi class classification|customer behavior|nearest neighbor method
7E839278,icdm08-d43,re spam using regular expressions for sequential pattern mining in trajectory databases,icdm,icdm08,2008,,leticia gomez|alejandro a vaisman,7D329E12|1141CEC0,database management systems|trajectory|databases|data models|cost accounting|data model|regular expression|formal languages|computational linguistics|data mining|sequential pattern mining|satisfiability
779E7DEE,icdm13-d61,efficient online sequence prediction with side information,icdm,icdm13,2013,information technology university,claudia eckert|han xiao,80C6DC25|7EA8D3CA,learning artificial intelligence|data mining
7DFAC4DE,icdm10-d78,understanding of internal clustering validation measures,icdm,icdm10,2010,rutgers business school newark and new brunswick,xuedong gao|hui xiong|yanchi liu|zhongmou li|junjie wu,80AB1A7F|805F02C6|7E6096BB|801CBB4C|80BBE934,clustering algorithms|noise|unsupervised learning|economics|indexes|data mining|noise measurement
7DE8F8A5,icdm06-d8,a data mining approach for capacity building of stakeholders in integrated flood management,icdm,icdm06,2006,technical university of hamburg,n manojlovic|friedrich mayerlindenberg|peter owotoki|e pasche,8403118E|7B33DA7B|7BAA2510|859DF025,data mining|business logic|stakeholders|public administration|internet
76014C8B,icdm09-d0,a framework for computing the privacy scores of users in online social networks,icdm,icdm09,2009,,evimaria terzi|kun liu,7A7A8C99|82936BF0,satisfiability|privacy|sensitivity|probability density function|social network|mathematical model|data privacy|item response theory|data mining|estimation
77F24897,icdm14-d8,parallel corpus approach for name matching in record linkage,icdm,icdm14,2014,,alexandrin popescul|jeffrey sukharev|leonid zhukov,7EDD0BB6|0464ABC9|7A369CF0,computational modeling|databases|couplings|probability|data mining
792A7152,icdm06-d45,finding who is talking to whom in voip networks via progressive stream clustering,icdm,icdm06,2006,ibm,eric bouillet|philip s yu|aris anagnostopoulos|michail vlachos|pascal frossard|olivier verscheure,7EAA8442|7F5B4102|797FF33A|7B03C577|769C8541|7FEB7A83,internet telephony|message authentication|cryptography|time series
7E2B176C,icdm01-d25,using rule sets to maximize roc performance,icdm,icdm01,2001,hewlett packard,tom fawcett,80A04AB8,learning artificial intelligence|receiver operating characteristic|probability|sensitivity analysis|robustness|machine learning|performance index|data mining|association rules|decision theory
80C211F1,icdm06-d11,plagiarism detection in arxiv,icdm,icdm06,2006,,daria sorokina|simeon warner|johannes gehrke|paul ginsparg,862A3EFA|765C6147|7E8CA9B7|80FAC3A7,false positive|text analysis|technical report|real time|computer science
7CFBAC38,icdm06-d23,probabilistic segmentation and analysis of horizontal cells,icdm,icdm06,2006,university of california santa barbara,ambuj k singh|vebjorn ljosa,755988CD|7D1F8CD0,randomized algorithm|image segmentation|probability
780C07D1,icdm12-d50,sparse bayesian adversarial learning using relevance vector machine ensembles,icdm,icdm12,2012,,yan zhou|murat kantarcioglu|bhavani thuraisingham,84842521|776ABE7F|7EFC7B12,data mining|relevance vector machine|learning artificial intelligence|minimisation|support vector machines
80FA84C9,icdm02-d22,estimating the number of segments in time series data using permutation tests,icdm,icdm02,2002,university of helsinki,kari vasko|hannu toivonen,7766AE7A|135FEDAE,segmentation|monte carlo methods|monte carlo|organisms|time series analysis|cross validation|testing|time series|permutation test|sediments|multidimensional systems|time series data|time measurement|computer science|data mining|statistical significance|model selection|real time
7715A7A2,icdm11-d26,flexible fault tolerant subspace clustering for data with missing values,icdm,icdm11,2011,,emmanuel muller|sebastian raubach|thomas seidl|stephan gunnemann,848BAD1F|12E05EFB|7DEA1820|86373CEB,computational complexity|data analysis|synthetic data|missing values|fault tolerance|fault tolerant
7E1FE3EE,icdm09-d6,gsml a unified framework for sparse metric learning,icdm,icdm09,2009,,kaizhu huang|c k campbell|yiming ying,8416EDE5|806B4AB3|7FB9FA07,relevance vector machine|sparse matrices|force|support vector machine|covariance matrix|machine learning|learning artificial intelligence|data mining|distance metric|nearest neighbor|iterative methods|support vector machines|dimension reduction|optimization|large margin nearest neighbor
76AECBC2,icdm13-d59,feature transformation with class conditional decorrelation,icdm,icdm13,2013,xi an jiaotong liverpool university,chenglin liu|kaizhu huang|xuyao zhang,7FE7393C|7FB9FA07|7FD24A41,decorrelation|principal component analysis
8098E30D,icdm10-d3,a pairwise systematic microaggregation for statistical disclosure control,icdm,icdm10,2010,,yanchun zhang|md enamul kabir|hua wang,7F93EF68|7FAFEF9B|7D3225FB,clustering algorithms|sorting|privacy|private information|set theory|systematics|euclidean distance|data privacy|data mining|anonymity|micro data
7C5A7849,icdm11-d30,imputation of missing links and attributes in longitudinal social surveys,icdm,icdm11,2011,,vladimir ouzienko|zoran obradovic,118DF7A6|8505BE40,temporal data|exponential random graph models|social network|imputation|exponential random graph model|statistical analysis|data analysis|topology|network topology|social networks
7AEA3B41,icdm12-d49,stream classification with recurring and novel class detection using class based ensemble,icdm,icdm12,2012,,latifur khan|charu c aggarwal|bhavani thuraisingham|tahseen m alkhateeb|mohammad m masud|jiawei han,776ABE7F|7FEE7CA3|7FF6B174|8081B2FA|7E7A3A69|80564D41,data mining
804309B5,icdm10-d39,modeling experts and novices in citizen science data for species distribution modeling,icdm,icdm10,2010,,jun yu|wengkeen wong|rebecca hutchinson,806D02EC|7D4BEDC5|7E23431C,predictive models|graphical models|probability|applications|probabilistic model|feature extraction|data models|graphical model|citizen science|bayesian networks|zoology|computational modeling|citizen scientist|technical report
5E90147F,icdm04-d20,dryade a new approach for discovering closed frequent trees in heterogeneous tree databases,icdm,icdm04,2004,centre national de la recherche scientifique,mariechristine rousset|alexandre termier|michele sebag,7EC9CF17|7A17D71D|05E8591A,tree structure|computational complexity|information extraction|xml document|data mining
7665C354,icdm11-d0,boolean tensor factorizations,icdm,icdm11,2011,max planck society,pauli miettinen,78242325,boolean algebra|normal matrix|matrix factorization|data mining|matrix decomposition|tensors
76215918,icdm13-d49,modeling preferences with availability constraints,icdm,icdm13,2013,,bing tian dai|hady w lauw,78A7AD54|84A40033,psychology|probability|topic model|data handling|consumer behaviour|graphical model
7FFBD549,icdm11-d67,asap a self adaptive prediction system for instant cloud resource demand provisioning,icdm,icdm11,2011,,yexi jiang|tao li|rong chang|changshing perng,7E530BFD|81353386|80D570B8|7ECEEB40,virtual machine|service quality|virtual machines|cloud computing|time series|time series prediction|data mining|software quality|cloud service
75634446,icdm08-d48,variance minimization least squares support vector machines for time series analysis,icdm,icdm08,2008,,robert ormandi,135F1A38,kernel|forecasting|learning artificial intelligence|support vector machines|time series analysis|time series forecasting|time series|time series prediction|least squares support vector machine|optimization|minimisation|least square|machine learning|artificial neural networks|objective function|svm
7FD9D4BC,icdm01-d48,who links to whom mining linkage between web sites,icdm,icdm01,2001,,krishna bharat|baywei chang|matthias ruhl|monika henzinger,7D847ECD|772D1ED3|7651D7D1|82BE685F,bibliometrics|web pages|weight distribution|directed graph|citation analysis|directed graphs|hyperlinks|computer science|data mining|navigation|couplings|country domains
7843D293,icdm14-d9,hete cf social based collaborative filtering recommendation using heterogeneous relations,icdm,icdm14,2014,,zhe wang|chen luo|chenghua lin|wei pang,85A6B094|7FA109AD|812A6DB4|7D4694D9,mathematical model|prediction algorithms|sparse matrices|collaboration|vectors
7F1680E5,icdm03-d6,pattern discovery based on rule induction and taxonomy generation,icdm,icdm03,2003,shimane university,shoji hirano|shusaku tsumoto,0748B4FA|7ECA167C,rough set theory|data mining
6ABD86F7,icdm04-d10,sparse kernel least squares classifier,icdm,icdm04,2004,university of birmingham,ping sun,7F5EA1B6,least square|learning artificial intelligence
5F24188D,icdm04-d40,fast and exact out of core k means clustering,icdm,icdm04,2004,ohio state university,gagan agrawal|anjan goswami|ruoming jin,7C31FEF6|7E50FF8A|80726DEA,k means|k means clustering|k means algorithm|data mining
7D392FCE,icdm03-d40,mining frequent itemsets in distributed and dynamic databases,icdm,icdm03,2003,,srinivasan parthasarathy|adriano veloso|c wang|wagner meira|matthew eric otey,7FFA0462|80A30C37|11674C48|84F536FC|81197C3C,minimisation|distributed database|distributed databases|parallel algorithms|data mining
75E9E9F2,icdm11-d42,characterizing inverse time dependency in multi class learning,icdm,icdm11,2011,,weizhu chen|qiang yang|danqi chen,7DAB7ADE|7D755FFE|7DB54482,multi class classification|learning artificial intelligence|supervised learning|support vector machines
62F8BC4D,icdm02-d54,considering both intra pattern and inter pattern anomalies for intrusion detection,icdm,icdm02,2002,university of central florida,kien a hua|ning jiang|simon sheu,7FB23906|803F1AA9|8089AA7C,intrusion detection|application software|windows|testing|unix|false alarm rate|data sets|computer science|data mining|pattern matching
7834C332,icdm13-d3,active matrix completion,icdm,icdm13,2013,arizona state university,sethuraman panchanathan|v balasubramanian|shayok chakraborty|jiayu zhou|jieping ye|ian davidson,7A8AB0BF|8225A6E3|7D6606C1|7D0B19CE|8118A14E|812F49E8,learning artificial intelligence|data mining
80D5C084,icdm09-d30,connecting sparsely distributed similar bloggers,icdm,icdm09,2009,,shankara subramanya|philip s yu|nitin agarwal|huan liu|john j salerno,7EAA8442|79172924|85B168DC|8062C759|82576DB8,clustering|internet|mean average precision|power law|cost effectiveness|latent semantic analysis|information services|data mining|long tail
7DFC5C4E,icdm10-d62,exploiting local data uncertainty to boost global outlier detection,icdm,icdm10,2010,,bo liu|jie yin|philip s yu|yanshan xiao|longbing cao,7E11A500|7EAA8442|8033895F|82A425CC|7F7D1F94,kernel|predictive models|training data|probability|outlier detection|uncertainty|data models|false alarm rate|learning artificial intelligence|k means clustering|support vector machines
7CFCCAA6,icdm10-d13,a system for mining temporal physiological data streams for advanced prognostic decision support,icdm,icdm10,2010,ibm,shahram ebadollahi|jimeng sun|jianying hu|daby sow,7DC9EEBE|7D1717C8|15A4D11A|7D4EFE55,domain knowledge|time series data|learning artificial intelligence|feature extraction|decision support|time series|information retrieval|stream processing|data mining|temporal data|patient monitoring
756179B3,icdm13-d57,a novel and successful credit card fraud detection system implemented in a turkish bank,icdm,icdm13,2013,ozyegin university,ilker elikucuk|ayse buyukkaya|ekrem duman,84C5E09E|7823D102|0D9333C7,meta heuristics
7B8B0391,icdm14-d40,graded multilabel classification by pairwise comparisons,icdm,icdm14,2014,,johannes furnkranz|christian brinker|eneldo loza mencia,0320D113|84846DA4|7BA0D636,motion pictures|tv|robustness|calibration
5D4CBDFE,icdm01-d24,measuring real time predictive models,icdm,icdm01,2001,,sam steingold|gregory piatetskyshapiro|richard wherry,7997239C|844FA08C|0DFFD556,predictive models|prediction model|real time systems|time measurement|data mining|real time|accuracy
779F4DF6,icdm11-d55,learning to rank for query focused multi document summarization,icdm,icdm11,2011,,chao shen|tao li,85EA4239|7E24EC84,learning to rank|learning artificial intelligence|probability|support vector machines|multi document summarization|supervised learning|objective function
7DA67274,icdm05-d44,anomaly intrusion detection using multi objective genetic fuzzy system and agent based evolutionary computation framework,icdm,icdm05,2005,,hanli wang|chiho tsang|sam kwong,80059882|7E7A840E|7D47F58C,intrusion detection|genetic algorithms|fuzzy systems|evolutionary computing|intrusion detection system|multi agent systems|knowledge based systems|rule based|knowledge base
7BB59D35,icdm12-d20,dimensionality reduction on heterogeneous feature space,icdm,icdm12,2012,,xiaoxiao shi|p yu,7F3E3206|7EDF5B04,feature space|vectors|principal component analysis|data mining
5DAEC1CC,icdm04-d22,generation of attribute value taxonomies from data for data driven construction of accurate and compact classifiers,icdm,icdm04,2004,iowa state university,vasant honavar|jun zhang|adrian silvescu|daeki kang,7B55128A|807B42D9|0C1D247B|7F2AD34F,learning artificial intelligence|naive bayes|data mining
7F167276,icdm10-d30,mining public transport usage for personalised intelligent transport systems,icdm,icdm10,2010,university of washington,jon froehlich|neal lathia|licia capra,789990F8|8097F239|7D86F0CB,intelligent transport systems|frequency control|public administration|context modeling|public transport|built environment|data mining|personalization|estimation|history
7E1A9335,icdm05-d22,pruning social networks using structural properties and descriptive attributes,icdm,icdm05,2005,georgetown university,lisa singh,7CEA1040,graph theory|social network
7673EF98,icdm14-d42,discovering temporal retweeting patterns for social media marketing campaigns,icdm,icdm14,2014,,tong xu|hui xiong|guoqing chen|yanjie fu|guannan liu,805F02C6|81244BE3|7E353068|84C43ABF|8146622B,media|predictive models|context modeling|history
7F4E260E,icdm10-d37,clustering large attributed graphs an efficient incremental approach,icdm,icdm10,2010,the chinese university of hong kong,jeffrey xu yu|yang zhou|hong cheng,80D9C0A8|7E52D700|8473C35D,graph theory|random walk|social network|biological network|statistical analysis|sensor network|matrix multiplication|iterative methods|graph clustering
5BA53BE7,icdm04-d31,aligning boundary in kernel space for learning imbalanced dataset,icdm,icdm04,2004,university of california,gang wu|edward y chang,806DCF8E|7DBBD0DC,learning artificial intelligence|empirical study|supervised learning|support vector machines
81537E05,icdm06-d27,star structured high order heterogeneous data co clustering based on consistent information theory,icdm,icdm06,2006,microsoft,weiying ma|tieyan liu|bin gao,7DAABBEA|7F3CD7CA|7D2F287C,graph theory|information theory|data mining
76238928,icdm12-d35,hashing with generalized nystrom approximation,icdm,icdm12,2012,,seungjin choi|jeongmin yun|saehoon kim,7CE9E061|7EE4A5C6|8511AEF7,computational complexity|graph theory|sampling methods|approximation theory|hamming codes|binary codes|principal component analysis|iterative methods|hashing
7E9084E4,icdm02-d21,a self organizing map with expanding force for data clustering and visualization,icdm,icdm02,2002,the chinese university of hong kong,manleung wong|huidong jin|kwongsak leung|wingho shum,802AF282|852D91D6|7EC5D7CA|8067E54F,data visualisation|data analysis|data visualization|space exploration|data clustering|information systems|data engineering|quantization error|computer science|data mining|quantization|network topology
7695B09E,icdm11-d16,the joint inference of topic diffusion and evolution in social communities,icdm,icdm11,2011,university of michigan school of information,qiaozhu mei|cindy xide lin|yunliang jiang|marina danilevsky|jiawei han,811B187D|8562A2C2|79FC4CC2|7F03D54C|7E7A3A69,synthetic data|mixture model|probabilistic model|random processes|markov processes|social communication|probability|gaussian processes|internet|social influence|diffusion process|text analysis
7D5F1AEF,icdm11-d70,a fixed parameter tractable integer program for finding the maximum order preserving submatrix,icdm,icdm11,2011,,thomas gartner|gemma c garriga|jens humrich,70B821F6|7AA14868|299CB554,linear programming|biology|empirical study|integer programming|polynomial time
7F21C7FC,icdm03-d19,class decomposition via clustering a new framework for low variance classifiers,icdm,icdm03,2003,university of houston,christoph f eick|muralikrishna achari|ricardo vilalta,2AAB0797|781212DA|80E4E1BB,learning artificial intelligence|support vector machines|statistical analysis|data mining
813A0754,icdm03-d37,probabilistic user behavior models,icdm,icdm03,2003,,eren manavoglu|c l giles|d v pavlov,8079EB12|7E4AD00D|018E628A,prediction model|mixture model|internet|behavior modeling|markov processes|statistical analysis|maximum entropy|data mining
7CE899AC,icdm01-d47,meta patterns revealing hidden periodic patterns,icdm,icdm01,2001,ibm,jiong yang|wei wang|philip s yu,7EAA8442|7DF9923A|84F6F3F8,time series data|noise|pattern recognition|sequences|time series|symbols|frequency|data mining|power generation|fluctuations|pattern matching|history
814F5323,icdm03-d49,fast pnn based clustering using k nearest neighbor graph,icdm,icdm03,2003,,olli virmajoki|pasi franti|ville hautamaki,0CEE453C|6C442D85|08B39054,graph theory|k nearest neighbor|nearest neighbor|statistical analysis|nearest neighbor graph
7F903A1D,icdm03-d61,efficient data mining for maximal frequent subtrees,icdm,icdm03,2003,georgia college state university,yongqiao xiao|j f yao,7FC21465|85654318,data structure|synthetic data|directed graphs|tree structure|tree data structures|data mining
75172E12,icdm14-d47,understanding where your classifier does not work the scape model class for emm,icdm,icdm14,2014,,wouter duivesteijn|julia thaele,84FE5368|07FD4A64,radio frequency|atmospheric modeling|protons|data mining
5E4E9FFA,icdm10-d23,comparison of redundancy and relevance measures for feature selection in tissue classification of ct images,icdm,icdm10,2010,university of barcelona,maite lopez|benjamin auffarth|jesus cerquides,831BD9EA|75DA1987|82BDFA52,kolmogorov smirnov|signal processing|feature selection|jensen shannon divergence
7ABB5105,icdm14-d24,large scale analysis of soccer matches using spatiotemporal tracking data,icdm,icdm14,2014,,alina bialkowski|patrick lucey|iain matthews|yisong yue|sridha sridharan|peter carr,84CB5FF4|7A2A0E0A|7FBD3DCF|8055DB0F|76633A5C|7F55F728,games|probability density function|entropy|data visualization|trajectory
8116D882,icdm02-d47,from path tree to frequent patterns a framework for mining frequent patterns,icdm,icdm02,2002,the chinese university of hong kong,hongjun lu|jeffrey xu yu|yabo xu|guimei liu,782E7082|80029BCF|8458614E|7E52D700,data structure|assembly|set theory|data structures|tree data structures|data mining|transaction processing
7FEBCDB0,icdm08-d71,finding good itemsets by packing data,icdm,icdm08,2008,,nikolaj tatti|jilles vreeken,518266E7|757C26CE,decision trees|encoding|decision tree|data models|data mining|channel coding
7681D8C7,icdm11-d37,manifold learning and missing data recovery through unsupervised regression,icdm,icdm11,2011,microsoft,zhengdong lu|miguel a carreiraperpin n,847CBE73|7DCCD94E,unsupervised learning|high dimensional data|manifold learning|data reduction|regression analysis|gaussian processes|image restoration|missing data|missing values|dimensionality reduction
7CFA8762,icdm03-d53,algorithms for spatial outlier detection,icdm,icdm03,2003,,dechang chen|changtien lu|yufeng kou,7FDA9302|80D1E576|7DEFF67B,outlier detection|spatial pattern|iterative methods|data analysis
76941A30,icdm14-d44,dynamic time warping averaging of time series allows faster and more accurate classification,icdm,icdm14,2014,,germain forestier|eamonn keogh|francois petitjean|ann nicholson|yanping chen|geoffrey i webb,8158A726|762AFCB0|7E16975C|7D13E573|77BB5FC4|7EBCD3A2,time series analysis|accuracy|artificial neural networks|prototypes|classification algorithms
59282645,icdm04-d38,mining web data to create online navigation recommendations,icdm,icdm04,2004,,juan d velasquez|hiroshi yasuda|alejandro bassi|terumasa aoki,80003CDE|7E0A2322|7A156F79|7FF51C15,internet|data mining
786C5CF5,icdm12-d25,estimating local information trustworthiness via multi source joint matrix factorization,icdm,icdm12,2012,,jing gao|xiao yu|wei fan|aidong zhang|liang ge,7EF79DFD|7E06B2F1|7DF1D45A|7E64705A|7D9FEC8C,recommender systems|user interfaces|data privacy|recommendation system|matrix decomposition|trustworthiness
7E06E710,icdm02-d61,investigative profiling with computer forensic log data and association rules,icdm,icdm02,2002,defence science and technology organization,tholath emilia abraham|o de vel,5F4C111B|803C1D03,web pages|application software|computer networks|collaboration|computer forensics|forensics|association rules|data mining|association rule
7E39EF0D,icdm02-d32,webspade a parallel sequence mining algorithm to analyze web log data,icdm,icdm02,2002,verizon communications,ayhan demiriz,73329F67,data analysis|e commerce|service oriented architecture|data visualization|data warehouse|sequence mining|data warehouses|appropriate technology|front end|frequency|web mining|data mining|relational databases|algorithm design and analysis|information technology
7DA349DC,icdm09-d61,discovering contexts and contextual outliers using random walks in graphs,icdm,icdm09,2009,university of california davis,xiang wang|ian davidson,80EFE91B|7D6606C1,computational complexity|yttrium|probability|outlier detection|random walk|polynomial time|markov processes|stationary distribution|probabilistic logic|data mining|random walks
7B59635F,icdm13-d26,dynamic pattern detection with temporal consistency and connectivity constraints,icdm,icdm13,2013,carnegie mellon university,yating zhang|skyler speakman|daniel b neill,7735A034|8478BD48|7E13A454,data mining|graph theory|contamination|statistical analysis|sensor fusion
76ED51F5,icdm14-d20,fast and exact monitoring of co evolving data streams,icdm,icdm14,2014,,masatoshi yoshikawa|yasuko matsubara|naonori ueda|yasushi sakurai,8003D90F|7D435B23|769BEAEB|7D8D5DCA,viterbi algorithm|hidden markov models|algorithm design and analysis
7B82A61E,icdm11-d35,heuristic updatable weighted random subspaces for non stationary environments,icdm,icdm11,2011,,robi polikar|nitesh v chawla|t ryan hoens,2885A404|4C9DE054|76014D6E,learning artificial intelligence|hellinger distance|concept drift|random processes|generating function|data mining
