PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
7A81E8D5,kdd15-p1035,stochastic divergence minimization for online collapsed variational bayes zero inference of latent dirichlet allocation,kdd,kdd15,2015,university of tokyo,hiroshi nakagawa|issei sato,817628DB|800DD778,stochastic optimization|topic modeling|latent dirichlet allocation
7D60588D,kdd10-d81,grafting light fast incremental feature selection and structure learning of markov random fields,kdd,kdd10,2010,carnegie mellon university,eric p xing|ni lao|jun zhu,84A938BA|14EED946|7FDD7A85,parameter estimation|maximum likelihood estimate|gradient descent|algorithms|feature selection|complex data
76065173,kdd13-d48,debiasing social wisdom,kdd,kdd13,2013,microsoft,sreenivas gollapudi|rina panigrahy|mahyar salek|abhimanyu das,78986B23|7B6F49C4|7E17537C|84FF4740,social networks
7D72D04B,kdd12-d202,the contextual focused topic model,kdd,kdd12,2012,duke university,xu chen|lawrence carin|mingyuan zhou,84B613E3|272FB205|81583A41,clustering|random effects|topic modeling
768B16AB,kdd15-p2177,interpreting advertiser intent in sponsored search,kdd,kdd15,2015,microsoft,bhanu c vattikonda|vacha dave|alex c snoeren|hongyan zhou|santhosh kodipaka|saikat guha,84E4D65D|7A3643B2|85305AA4|7DEBB0CB|7FF0D8A5|80B1DC4A,online advertising
7D93209E,kdd03-d32,empirical bayesian data mining for discovering patterns in post marketing drug safety,kdd,kdd03,2003,glaxosmithkline,william dumouchel|david fram|june s almenoff,2C382C70|7B1BC2F4|076056AC,data mining|post marketing surveillance|adverse event|adverse reaction|association rule|association rules|drug safety|pharmacovigilance
76F1BB1D,kdd07-d100,practical learning from one sided feedback,kdd,kdd07,2007,tufts university,d sculley,7F38EC19,document retrieval|active learning|data mining
75C0BFB4,kdd10-d128,overlapping experiment infrastructure more better faster experimentation,kdd,kdd10,2010,google,ashish agarwal|michael b meyer|deirdre b obrien|diane tang,7E950D1A|84B390C7|80F1C487|7D8FFAF5,website testing|user experience|human factors|automation|user interface|design|search engine|machine learning|real time
7DE65620,kdd04-d1,a cross collection mixture model for comparative text mining,kdd,kdd04,2004,university of illinois at urbana champaign,bei yu|chengxiang zhai|atulya velivelli,7AF87B24|7CEEF33E|80509AFE,text mining|clustering|mixture model|expectation maximization|business intelligence|em algorithm|mixture models
7AA44B52,kdd13-d132,one theme in all views modeling consensus topics in multiple contexts,kdd,kdd13,2013,peking university,qiaozhu mei|jian tang|ming zhang,808D0B90|811B187D|851ECD69,topic modeling|user generated content
80923D2A,kdd10-d78,generative models for ticket resolution in expert networks,kdd,kdd10,2010,university of california santa barbara,nikos anerousis|xifeng yan|l e moser|gengxin miao|yi chen|shu tao,77E477D3|7CF74F05|7DD373CC|7F9232D1|7E29A2A0|806B160C,service provider|global optimization|maximum likelihood estimate|generative model|network model|probabilistic algorithm
804D5DC1,kdd07-d33,detecting changes in large data sets of payment card data a case study,kdd,kdd07,2007,visa inc,steve vejcik|robert l grossman|david locke|joseph bugajski|chris curry,829F2DD5|75B1D6F2|7A786C72|7E78979F|85655091,data cube|payment cards|data quality|change detection|data mining|baselines
7D2C8B77,kdd12-d26,automatic taxonomy construction from keywords,kdd,kdd12,2012,microsoft,shixia liu|xueqing liu|yangqiu song|haixun wang,7E5E4F30|7DD601BA|7E2B2390|84792AEE,information extraction|hierarchical clustering|online advertising|knowledgebase|bayesian approach
76BFA37A,kdd07-d89,modeling relationships at multiple scales to improve accuracy of large recommender systems,kdd,kdd07,2007,at t labs,robert m bell|yehuda koren|chris volinsky,07C370A7|7F24ABF9|83392359,recommender system|collaborative filtering|unified model|iterative algorithm|recommender systems
771FB04D,kdd02-d39,exploiting unlabeled data in ensemble methods,kdd,kdd02,2002,university of minnesota duluth,ayhan demiriz|kristin p bennett|richard maclin,73329F67|7CFBF82D|7A0979E5,ensemble learning|classification|decision tree|boosting|semi supervised learning|neural network
7EC5F460,kdd15-p1641,the effectiveness of marketing strategies in social media evidence from promotional events,kdd,kdd15,2015,new york university,vilma todri|panagiotis adamopoulos,7A1A9A7E|14075603,social media|business value|counterfactual|business analytics|causal inference|event study
75D7F3B9,kdd15-p369,instance weighting for patient specific risk stratification models,kdd,kdd15,2015,massachusetts institute of technology,thoralf m sundt|james d rawn|jen j gong|john v guttag,0730FDDA|86051A1E|7A3FEB95|778AE4A5,transfer learning
7EA2E2F0,kdd08-d114,topical query decomposition,kdd,kdd08,2008,yahoo,carlos castillo|francesco bonchi|debora donato|aristides gionis,2BF27CC6|86288E43|81438E07|800909BC,set cover|clustering|document retrieval|search engine|greedy algorithm|set covering problem
78F56564,kdd13-d37,collaborative matrix factorization with multiple similarities for predicting drug target interactions,kdd,kdd13,2013,fudan university,hao ding|hiroshi mamitsuka|shanfeng zhu|xiaodong zheng,1095EE85|8326E82E|7E169C13|75215F5C,chemoinformatics
81311C31,kdd09-d111,name ethnicity classification from open sources,kdd,kdd09,2009,stony brook university,swapna male|anurag ambekar|steven skiena|charles b ward|jahangir mohammed,8488982F|7DE4C8E5|84EF97EE|7A66965B|79A3A9B6,hidden markov model|news analysis|ethnic group|social science|decision tree
13E8C9D2,kdd02-d99,user concept pattern discovery using relevance feedback and multiple instance learning for content based image retrieval,kdd,kdd02,2002,,shuching chen|chengcui zhang|meiling shyu|xin huang,79B5413B|7F0C01A3|7E44F07E|83D57F00,image retrieval
7D850319,kdd11-d50,dual active feature and sample selection for graph classification,kdd,kdd11,2011,ibm,xiangnan kong|philip s yu|wei fan,7EAA8442|7DF1D45A|7F7423EA,feature vector|active learning|branch and bound algorithm|empirical study|feature selection|data mining
7DB6D8B0,kdd10-d42,data mining with differential privacy,kdd,kdd10,2010,technion israel institute of technology,arik friedman|assaf schuster,805D2454|7F4CA361,differential privacy|decision trees|decision tree|data access|data mining
7BB6827B,kdd12-d130,mining emerging patterns by streaming feature selection,kdd,kdd12,2012,hefei university of technology,xindong wu|dan a simovici|wei ding|kui yu,85F06868|81032E28|7E94597A|06D42979,feature space|feature selection
760ECA0B,kdd13-d42,connecting users across social media sites a behavioral modeling approach,kdd,kdd13,2013,arizona state university,reza zafarani|huan liu,85B168DC|7A8BC8AF,mobius
78FD15E3,kdd09-d117,on compressing social networks,kdd,kdd09,2009,harvard university,michael mitzenmacher|silvio lattanzi|prabhakar raghavan|flavio chierichetti|alessandro panconesi|ravi kumar,769A1304|7EA3D2C5|7C1F673A|82D5C7EF|767FB405|82C105E0,data structure|compression|social network|reciprocity|social networks
7EFBBD89,kdd07-d13,association analysis based transformations for protein interaction networks a function prediction case study,kdd,kdd07,2007,university of minnesota,gaurav pandey|r k gupta|michael steinbach|tushar garg|vipin kumar,7F7BF3B4|85D75D99|8371AA0B|816EA6AE|85577AEC,protein function prediction|noise reduction|biological data|association analysis
7F2DAD09,kdd12-d97,hysad a semi supervised hybrid shilling attack detector for trustworthy product recommendation,kdd,kdd12,2012,nanjing university of finance and economics,jie cao|zhiang wu|dacheng tao|junjie wu,7D6A771B|801CBB4C|7EF1D2C0|80F0BF07,recommendation systems|collaborative filtering|naive bayes|selection effect|recommender system|semi supervised learning
7DEB2E0C,kdd13-d46,effective string processing and matching for author disambiguation,kdd,kdd13,2013,national taiwan university,chunliang li|felix wu|shoude lin|kuanhao huang|tuchun yin|yuchuan su|chengkuang wei|weisheng chin|yuchin juan|juipin wang|yuchen lu|tzuming kuo|tingwei lin|hsuantien lin|yong zhuang|chunpai yang|weicheng chang|hsiaoyu tung|chihjen lin|chengxia chang|chenghao tsai|tong yu|youngsan lin,7E4635E8|7DBC0AA5|7F4620AB|80E8FC96|7DF60B29|809BBB59|8076BCDA|7F98B5A0|813BBDC8|7E06884C|7E61F31B|7F00192C|7DE8710C|7FA20DB4|7EF7FF04|7DC79075|7E2C5D83|7ED116B9|7E58A9B3|7DAFCD6E|7F7A52A4|8118D6C5|7D6BCAA6,feature engineering
7867A555,kdd13-d187,trial and error in influential social networks,kdd,kdd13,2013,shanghai jiao tong university,liyu dou|xiaohui bei|ning chen|xiangru huang|ruixin qiang,84C01D9A|78130359|84D2EFF3|8003D897|84AD24A4,trial and error|social networks
7D3ACD98,kdd98-d9,an enhanced representation of time series which allows fast and accurate classification clustering and relevance feedback,kdd,kdd98,1998,university of california irvine,eamonn keogh|michael pazzani,8158A726|770496B2,time series data|synthetic data|time series
7593D5C7,kdd14-d44,experiments with non parametric topic models,kdd,kdd14,2014,monash university,swapnil mishra|wray buntine,0F83345D|850BF863,topic modelling
80F1B99F,kdd11-d89,meta optimization and its application to portfolio selection,kdd,kdd11,2011,university of minnesota,arindam banerjee|puja das,79731492|80787FC6,convex optimization|prediction model|convex combination
7BD566E7,kdd13-d72,fast rank 2 nonnegative matrix factorization for hierarchical document clustering,kdd,kdd13,2013,georgia institute of technology,da kuang|haesun park,78F81E62|7E8E17B5,nonnegative matrix factorization|active set algorithm
761D3EF4,kdd11-d68,high precision phrase based document classification on a modern scale,kdd,kdd11,2011,stanford university,ron bekkerman|matan gavish,0FC94792|7BDCC091,information bottleneck|natural language
7F499422,kdd05-d36,determining an author s native language by mining a text for errors,kdd,kdd05,2005,bar ilan university,kfir zigdon|jonathan schler|moshe koppel,80ECFF45|062B7298|1057B017,text mining|native language|support vector machine
775D5FDD,kdd15-p1085,discovery of meaningful rules in time series,kdd,kdd15,2015,university of california riverside,eamonn keogh|mohammad shokoohiyekta|bing hu|yanping chen|jesin zakaria|bilson campana,8158A726|7D86228B|7801A70F|75D7615A|7D13E573|7EE7A449,prediction|time series
7C4C978B,kdd12-d103,integrating community matching and outlier detection for mining evolutionary community outliers,kdd,kdd12,2012,university of illinois at urbana champaign,jing gao|yizhou sun|manish gupta|jiawei han,7F0CB66C|80C7A12D|7E06B2F1|7E7A3A69,outlier detection|anomaly detection
7FA33807,kdd07-d26,cost effective outbreak detection in networks,kdd,kdd07,2007,carnegie mellon university,natalie glance|jure leskovec|carlos guestrin|christos faloutsos|andreas krause|jeanne m vanbriesen,810D2197|7686F4FC|8311D172|6FF9A5FC|7B5DA7BC|088C36C7,greedy algorithm|graphs|information cascades|cost effectiveness
814F644F,kdd08-d32,combinational collaborative filtering for personalized community recommendation,kdd,kdd08,2008,university of california santa barbara,wenyen chen|dong zhang|edward y chang,806DCF8E|80457EFE|7E71F841,expectation maximization algorithm|collaborative filtering|probabilistic model|information retrieval|parallel computer|empirical study|gibbs sampling
7F4F4FC8,kdd14-d37,effective global approaches for mutual information based feature selection,kdd,kdd14,2014,university of melbourne,xuan vinh nguyen|james bailey|simone romano|jeffrey chan,7ED06547|84E11070|810CCCAC|860BCDA8,semi definite programming|mutual information|feature selection|global optimization
7F507FAA,kdd10-d165,user browsing models relevance versus examination,kdd,kdd10,2010,google,sugato basu|ni wang|daryl pregibon|ramakrishnan srikant,84782EA8|7B5B5847|775CAB73|8155C0BF,relevance|click through rate|search engine
7D7A509C,kdd05-d74,mining risk patterns in medical data,kdd,kdd05,2005,university of southern queensland,ross sparks|graham williams|chris w kelman|ada waichee fu|huidong jin|hongxing he|damien mcaullay|jie chen|jiuyong li,7BCD4888|7EC5D7CA|7CEDA416|7DFA5607|8113B359|8624A5DF|828597F7|7D41C23E|7E7B5938,relative risk
81784B7A,kdd11-d34,common component analysis for multiple covariance matrices,kdd,kdd11,2011,university of minnesota,arindam banerjee|huahua wang|daniel boley,7FC8D613|79731492|7891B17C,synthetic data|approximation error|principal component analysis|iterative algorithm|covariance matrix|pca|dimensionality reduction
0422B67F,kdd98-d59,towards the personalization of algorithms evaluation in data mining,kdd,kdd98,1998,,alexander schnabl|gholamreza nakhaeizadeh,785E971D|79043B1F,knowledge discovery|machine learning|data envelope analysis|model selection|data mining
7FC5C5B2,kdd07-d4,a learning framework using green s function and kernel regularization with application to recommender system,kdd,kdd07,2007,lawrence berkeley national laboratory,horst d simon|rong jin|tao li|chris ding,7E56C8FC|80D570B8|7E4A69C3|7FB76008,spectral clustering|unsupervised learning|point source|random walk|laplace operator|recommender system|reproducing kernel hilbert space|neumann boundary condition|distance metric|semi supervised learning
0286A09C,kdd96-d39,from data mining to knowledge discovery current challenges and future directions,kdd,kdd96,1996,,ramasamy uthurusamy,000E5E16,knowledge discovery|data mining
6F046E07,kdd98-d29,toward a theoretical foundation of genetic algorithms in market timing part 1,kdd,kdd98,1998,,陳樹衡,0D4EFA3A,na
80A7C668,kdd10-d35,community based greedy algorithm for mining top k influential nodes in mobile social networks,kdd,kdd10,2010,peking university,yu wang|kunqing xie|guojie song|gao cong,81434DF5|7D2CD139|7FD158F5|7D459983,dynamic programming algorithm|word of mouth|social network|empirical study|social networks|greedy algorithm|mobile network|mobile device
80A2BCD2,kdd96-d49,reverse engineering databases for knowledge discovery,kdd,kdd96,1996,,stephen mckearney|huw roberts,7E2242A7|5A847A7A,reverse engineering|knowledge discovery
75FC3AE6,kdd13-d22,an integrated framework for optimizing automatic monitoring systems in large it infrastructures,kdd,kdd13,2013,ibm,florian pinel|liang tang|larisa shwartz|genady grabarnik|tao li,805FD8CD|7ED964CC|797DE9ED|7E24EC84|24A2D356,system monitoring
7AD2B9FF,kdd12-d150,on the separability of structural classes of communities,kdd,kdd12,2012,cornell university,robert kleinberg|bruno abrahao|sucheta soundarajan|john hopcroft,6E09EBCF|7C9D6A8F|7CDC491B|7792B7C2,community structure|random walk|class|networks
7953526B,kdd12-d85,fast mining and forecasting of complex time stamped events,kdd,kdd12,2012,kyoto university,masatoshi yoshikawa|yasuko matsubara|christos faloutsos|yasushi sakurai|tomoharu iwata,7DB4B0AA|8311D172|7FCBA477|7D8D5DCA|769BEAEB,tensor analysis|forecasting|topic model
766FD6EE,kdd10-d100,medical coding classification by leveraging inter code relationships,kdd,kdd10,2010,northeastern university,jennifer g dy|glenn fung|romer rosales|yan yan,7EDDFA5D|862444E1|7DADEFAA|85781E34,medical records|medical coding|l1 regularization|classification|data mining
7C3C6F74,kdd09-d60,efficient anomaly monitoring over moving object trajectory streams,kdd,kdd09,2009,hong kong university of science and technology,dawei liu|lei chen|yingyi bu|ada waichee fu,80F5374A|8113B359|7D9CB513|7DD0E3D6,outlier detection|similarity search|temporal data|data processing
7782F415,kdd04-d56,gpca an efficient dimension reduction scheme for image compression and retrieval,kdd,kdd04,2004,university of delaware,jieping ye|ravi janardan|qi li,8118A14E|7E64617B|29D7D0F9,singular value decomposition|data collection|image compression|vector space|principal component analysis|tensor product|dimension reduction
77AB41CF,kdd15-p149,warm start for parameter selection of linear classifiers,kdd,kdd15,2015,national taiwan university,chiahua ho|chenghao tsai|boyu chu|chihjen lin,7FA20DB4|813BBDC8|7A7BD946|847A926F,linear classification
75FB992B,kdd15-p655,the child is father of the man foresee the success at the early stage,kdd,kdd15,2015,arizona state university,liangyue li|hanghang tong,7FCE9B34|849A8423,na
784B7EF4,kdd14-d62,improving management of aquatic invasions by integrating shipping network ecological and environmental data data mining for social good,kdd,kdd14,2014,loyola university chicago,reuben p keller|david m lodge|jian xu|thanuka l wickramarathne|nitesh v chawla|john m drake|erin k grey|karsten steinhaeuser,7E420898|76014D6E|80B2E47B|7F50D43A|5DAE606C|0F685173|7E5C680D|7630E975,clustering|invasive species|networks|risk assessment|data mining
75772203,kdd99-d19,detecting change in categorical data mining contrast sets,kdd,kdd99,1999,university of california irvine,stephen d bay|michael pazzani,82E4DBDE|770496B2,data analysis|categorical data
758B3082,kdd02-d53,integrating feature and instance selection for text classification,kdd,kdd02,2002,university of patras,dimitris meretakis|spiros likothanassis|dimitris fragoudis,7BDF88F2|1464E936|7C570C24,mutual information|support vector machine|identification|feature selection|majority vote
7E469D16,kdd08-d56,fastanova an efficient algorithm for genome wide association study,kdd,kdd08,2008,university of north carolina at chapel hill,wei wang|xiang zhang|fei zou,80DA3413|7F6DC1F4|8168843B,family wise error rate|permutation test|genome wide association study|single nucleotide polymorphism|bioinformatics|biomedical research|upper bound
7E22E605,kdd05-d33,deriving marketing intelligence from online discussion,kdd,kdd05,2005,,matthew hurst|robert stockton|natalie glance|takashi tomokiyo|kamal nigam|matthew a siegler,7A1D64EC|11726680|86342CB7|7DB7AF23|761E2C23|84AE285E,text mining|machine learning|algorithms|computational linguistics|information retrieval
7A0679D4,kdd11-d18,approximate kernel k means solution to large scale kernel clustering,kdd,kdd11,2011,michigan state university,rong jin|anil k jain|radha chitta|timothy c havens,80DDA9E9|7C7114BF|839B35CD|7FB76008,clustering|time complexity|computational complexity|k means|k means algorithm
7AB2899D,kdd03-d45,golden path analyzer using divide and conquer to cluster web clickstreams,kdd,kdd03,2003,,kamal ali|steven p ketchpel,849703E4|7EE790F6,clustering|work in process|web pages|web mining|divide and conquer
78024B48,kdd11-d39,democrats republicans and starbucks afficionados user classification in twitter,kdd,kdd11,2011,yahoo,anamaria popescu|marco pennacchiotti,86240325|8625133D,social media|microblogging|machine learning
7A3B64F4,kdd02-d26,discovering word senses from text,kdd,kdd02,2002,university of alberta,patrick pantel|dekang lin,8060BA92|7D9CA94F,clustering|evaluation|feature vector|machine learning
7B13E4E5,kdd04-d101,redundancy based feature selection for microarray data,kdd,kdd04,2004,arizona state university,lei yu|huan liu,85B168DC|7E443432,microarray data|microarray data analysis|empirical study|feature selection|gene expression|gene selection
7895F6F0,kdd07-d68,joint optimization of wrapper generation and template detection,kdd,kdd07,2007,the chinese university of hong kong,jirong wen|di wu|ruihua song|shuyi zheng,7B2715A0|80F40C1B|814DDDEA|8049F524,information extraction
7E625F88,kdd06-d69,mining for misconfigured machines in grid systems,kdd,kdd06,2006,technion israel institute of technology,ran wolff|arie leizarowitz|noam palatin|assaf schuster,012E2D97|7CF505D2|84832414|7F4CA361,data analysis|international development|system monitoring|outlier detection|adverse effect|information system|data mining|system management
751CCFA9,kdd15-p109,on the formation of circles in co authorship networks,kdd,kdd15,2015,indian institute of technology kharagpur,tanmoy chakraborty|sikhar patranabis|animesh mukherjee|pawan goyal,84B4882A|7F3A7EEC|7D599662|81945CB5,prediction
7855449C,kdd07-d44,enhanced max margin learning on multimodal data mining in a multimedia database,kdd,kdd07,2007,carnegie mellon university,zhongfei zhang|zhen guo|eric xing|christos faloutsos,7F416DED|84E13C40|8311D172|81C6BD58,image retrieval|image annotation|convergence rate|embryos|data mining
78CD10E4,kdd11-d29,clustering very large multi dimensional datasets with mapreduce,kdd,kdd11,2011,university of sao paulo,christos faloutsos|caetano traina|robson l f cordeiro|julio lopez|uksong kang|agma j m traina,803F1C47|810DE36A|82C7BA2C|78455E9F|7DB05019|8311D172,clustering|cost function|synthetic data
7A9A566B,kdd15-p885,quick sensitivity analysis for incremental data modification and its application to leave one out cv in linear classification problems,kdd,kdd15,2015,nagoya institute of technology,shota okumura|ichiro takeuchi|yoshiki suzuki,80F851CA|80E6BEC0|8486D7BF,sensitivity analysis|leave one out cross validation
7510EC5D,kdd15-p965,locally densest subgraph discovery,kdd,kdd15,2015,university of technology sydney,chengqi zhang|lu qin|lijun chang|ronghua li,813C7504|7D0927E1|811BC456|7F3C2AF3,graph|big data
7FB5DEA5,kdd12-d115,large scale learning of word relatedness with constraints,kdd,kdd12,2012,yahoo,gideon dror|yehuda koren|evgeniy gabrilovich|guy halawi,6B93198F|7D4380B2|83392359|84719EBB,semantic similarity|data mining|computational semantics|first principle
7AEA5B97,kdd08-d72,knowledge transfer via multiple model local structure mapping,kdd,kdd08,2008,ibm,jing gao|wei fan|jiawei han|jing jiang,7E06B2F1|7DF1D45A|7D2B8061|7E7A3A69,semi supervised learning|transfer learning|ensemble|classification
7969E167,kdd15-p1553,cuckoo linear algebra,kdd,kdd15,2015,carnegie mellon university,li zhou|alexander j smola|mu li|david g andersen,7D6846B6|830A9B8E|846DF1F9|7EFB4929,linear models|hashing
7BDE53F7,kdd12-d54,design principles of massive robust prediction systems,kdd,kdd12,2012,,troy raeder|brian dalessandro|ori stitelman|claudia perlich|foster provost,6FD96F23|796A56BA|7A7CCB2E|863CCC52|852915EF,production system|quality control|data mining
7D7AD160,kdd12-d182,selecting a characteristic set of reviews,kdd,kdd12,2012,boston university,evimaria terzi|mark crovella|theodoros lappas,05729C1A|78E6E4E5|7DCE5923,narrative structure
7753B6F0,kdd13-d170,stochastic collapsed variational bayesian inference for latent dirichlet allocation,kdd,kdd13,2013,university of amsterdam,padhraic smyth|james foulds|levi boyles|max welling|christopher dubois,8172656E|7812F761|80564DAD|815FB4F9|7CE7ACDE,topic models
761984EC,kdd02-d1,a model for discovering customer value for e content,kdd,kdd02,2002,university of california santa barbara,jayanth nayak|kevin c almeroth|markus hofmann|srinivasan jagannathan,84D611C1|7E6E35F5|750FFB50|1329F41D,internet marketing|probabilistic model|profitability|bayesian networks|customer behavior|real time
816F9809,kdd03-d0,a comparison of fast blocking methods for record linkage,kdd,kdd03,2003,,peter christen|tim churches|rohan a baxter,78A036F6|7EA5CAF5|792A8B07,record linkage|indexation|data integrity|term frequency|inverse document frequency
7F1DAC58,kdd95-d36,restructuring databases for knowledge discovery by consolidation and link formation,kdd,kdd95,1995,united states department of the treasury,ted e senator|henry g goldberg,0ADCAA8D|7F6A8001,indexation|machine learning|relational database management system|knowledge discovery
7640E293,kdd06-d47,event detection from evolution of click through data,kdd,kdd06,2006,microsoft,weiying ma|sourav s bhowmick|tieyan liu|qiankun zhao,7DAABBEA|7F3CD7CA|8146D840|802F8789,dynamic web|data collection|web search engine|semantic similarity|graph cut|bipartite graph|structured data
75F68336,kdd14-d23,clustering and projected clustering with adaptive neighbors,kdd,kdd14,2014,university of texas at arlington,feiping nie|heng huang|xiaoqian wang,7F682D69|8020536B|85D411FC,clustering
812DCCEC,kdd06-d111,using structure indices for efficient approximation of network properties,kdd,kdd06,2006,university of massachusetts amherst,matthew j rattigan|david jensen|marc maier,79A89F0B|7E9A1AE1|7E041BA8,social network analysis|betweenness centrality|centrality|relational data|indexation|space complexity
7C1854CB,kdd12-d45,coupled behavior analysis for capturing coupling relationships in group based market manipulations,kdd,kdd12,2012,university of technology sydney,wei ding|longbing cao|xindong wu|gang wei|yin song|wu ye,80A71631|83187D57|7E11A500|828EB3F6|84BCE9E1|7E94597A,domain knowledge|anomaly detection|qualitative analysis|hierarchical clustering|behavior analysis|relational learning
78957A0E,kdd15-p2197,discerning tactical patterns for professional soccer teams an enhanced topic model with applications,kdd,kdd15,2015,peking university,wei hu|qing wang|zhiyong shen|hengshu zhu|yuan yao,805CAC78|84B2E1D0|7D96555F|7CEF63C9|7D1343BC,topic model
053EE57B,kdd96-d4,an overview of issues in developing industrial data mining and knowledge discovery applications,kdd,kdd96,1996,,evangelos simoudis|tom khabaza|willi klosgen|ronald j brachman|gregory piatetskyshapiro,74A0CF0E|0DFFD556|8438D2C2|2774D845|003F034F,knowledge discovery|data mining
06111837,kdd96-d24,extensibility in data mining systems,kdd,kdd96,1996,,edgar sommer|dietrich wettschereck|stefan wrobel|werner emde,7D9A6629|7293FC10|1141C611|7E0E365F,system architecture|data mining
7CC618DE,kdd06-d62,learning sparse metrics via linear programming,kdd,kdd06,2006,siemens healthcare,glenn fung|romer rosales,7D82FAE8|7DADEFAA,linear program|distance function|linear programming|convex optimization|data mining|query by example|local minima|dimensionality reduction
788A3174,kdd08-d18,arnetminer extraction and mining of academic social networks,kdd,kdd08,2008,ibm,zhong su|li zhang|jie tang|juanzi li|limin yao|jing zhang,7EE857A4|80A0A7C8|803BCE26|812C4614|7F3BED47|75E739C4,unified model|topic modeling|social network|digital library|information extraction
7D513D28,kdd03-d42,finding recent frequent itemsets adaptively over online data streams,kdd,kdd03,2003,yonsei university,won suk lee|joong hyuk chang,7ED7C357|8151BEA2,data mining
7584397A,kdd14-d77,leveraging user libraries to bootstrap collaborative filtering,kdd,kdd14,2014,university of toronto,richard s zemel|hugo larochelle|laurent charlin,801D2093|0AD4B3BD|0E78D02E,cold start|topic modeling|collaborative filtering
7D5B2AAB,kdd10-d71,finding effectors in social networks,kdd,kdd10,2010,boston university,evimaria terzi|dimitrios gunopulos|heikki mannila|theodoros lappas,62B8C0B1|78E6E4E5|12857062|86203BC8,dynamic programming algorithm|social network|polynomial time|social networks
03B45B4C,kdd96-d45,the process of knowledge discovery in databases,kdd,kdd96,1996,,tej anand|ronald j brachman,7DEE171B|7A8A4D33,na
75556BCD,kdd10-d38,connecting the dots between news articles,kdd,kdd10,2010,carnegie mellon university,carlos guestrin|dafna shahaf,7686F4FC|4C0410FD,news|health care|coherence
80966267,kdd11-d116,probabilistic topic models with biased propagation on heterogeneous information networks,kdd,kdd11,2011,university of illinois at urbana champaign,hongbo deng|jiawei han|cindy xide lin|bo zhao|yintao yu,8404AFA2|812C8D5D|810D7A5D|7F03D54C|7E7A3A69,clustering|heterogeneous network|random walk|topic modeling
78F52477,kdd09-d159,towards combining web classification and web information extraction a case study,kdd,kdd09,2009,hp labs,yong zhao|zhongzhi shi|ping luo|fen lin|yuhong xiong,7F2D62E4|85DA4D1B|85234D2D|7C1ED1B5|7DE39704,web pages|conditional random field|classification|content analysis|graphical model|information extraction
75864307,kdd10-d24,beyond heuristics learning to classify vulnerabilities and predict exploits,kdd,kdd10,2010,university of california san diego,lawrence k saul|stefan savage|geoffrey m voelker|mehran bozorgi,0E66FAC7|81674A06|84F62DB0|7FBC4F90,svm|exploits|feature vector|vulnerabilities|buffer overflow|software systems|side effect|supervised learning
75E20F04,kdd12-d158,pagerank on an evolving graph,kdd,kdd12,2012,stanford university,bahman bahmani|mohammad mahdian|eli upfal|ravi kumar,0FCF201E|77499422|80CFDD89|7EA3D2C5,random walk|social network|random walks
772D59F4,kdd06-d1,a general framework for accurate and fast regression by data summarization in random decision trees,kdd,kdd06,2006,united states department of defense,joe mccloskey|philip s yu|wei fan,7EAA8442|7DF1D45A|7D81C09A,decision trees|nonparametric regression|decision tree|kernel function|linear regression|data mining|regression
7905C524,kdd02-d82,query analysis and visualization of hierarchically structured data using polaris,kdd,kdd02,2002,stanford university,diane tang|chris stolte|pat hanrahan,7CF61C91|7DEEAF03|80F1C487,data cube|data warehouse|scientific computing|time series|user interface|multidimensional database|data mining|interactive visualization
7CC00E2D,kdd15-p1315,diversifying restricted boltzmann machine for document modeling,kdd,kdd15,2015,carnegie mellon university,pengtao xie|yuntian deng|eric xing,7E8E7F06|809D3D7F|7F416DED,power law distribution|topic modeling
7D3C5E23,kdd11-d69,human mobility social ties and link prediction,kdd,kdd11,2011,istituto di scienza e tecnologie dell informazione,dino pedreschi|fosca giannotti|chaoming song|dashun wang|albertlaszlo barabasi,7EE0DE21|82DC59C0|7D0F21B9|00768F35|47DE8715,network dynamics|social network|social ties|social interaction
7A47E07D,kdd15-p1503,multi task learning for spatio temporal event forecasting,kdd,kdd15,2015,virginia tech,naren ramakrishnan|feng chen|qian sun|changtien lu|liang zhao|jieping ye,8315FA91|852FBB0F|7CF4473C|7DEFF67B|8569499D|8118A14E,multi task learning|lasso
753989D5,kdd13-d2,a general bootstrap performance diagnostic,kdd,kdd13,2013,university of california berkeley,michael i jordan|ion stoica|sameer agarwal|ameet talwalkar|ariel kleiner,7D19AACD|80D58ED8|79BB2B9E|83BFE825|7F8038BA,performance|bootstrap
76F29554,kdd12-d144,multimedia features for click prediction of new ads in display advertising,kdd,kdd12,2012,oregon state university,yang zhou|vidhya navalpakkam|javad azimi|eren manavoglu|haibin cheng|ruofei zhang|roelof van zwol,8116593B|10C99D36|8107A765|7D5724C0|7D0BBBCD|809BC32E|018E628A,image|feature extraction|prediction model|gmm
8118C76C,kdd13-d100,learning to question leveraging user preferences for shopping advice,kdd,kdd13,2013,university of texas at arlington,mahashweta das|aristides gionis|gianmarco de francisci morales|ingmar weber,80A48966|7F263298|84C2B51F|7BA82F03,ranking
5853B8E0,kdd05-d20,building connected neighborhood graphs for isometric data embedding,kdd,kdd05,2005,western michigan university,yang li,804540D8,coordinate system|high dimensional data|manifold learning|graph connectivity|nearest neighbor
