PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
7A81E8D5,kdd15-p1035,stochastic divergence minimization for online collapsed variational bayes zero inference of latent dirichlet allocation,kdd,kdd15,2015,university of tokyo,hiroshi nakagawa|issei sato,800DD778|817628DB,stochastic optimization|latent dirichlet allocation|topic modeling
7D60588D,kdd10-d81,grafting light fast incremental feature selection and structure learning of markov random fields,kdd,kdd10,2010,carnegie mellon university,jun zhu|ni lao|eric p xing,14EED946|84A938BA|7FDD7A85,algorithms|maximum likelihood estimate|complex data|parameter estimation|gradient descent|feature selection
76065173,kdd13-d48,debiasing social wisdom,kdd,kdd13,2013,microsoft,rina panigrahy|mahyar salek|abhimanyu das|sreenivas gollapudi,7B6F49C4|78986B23|84FF4740|7E17537C,social networks
7D72D04B,kdd12-d202,the contextual focused topic model,kdd,kdd12,2012,duke university,lawrence carin|mingyuan zhou|xu chen,272FB205|84B613E3|81583A41,random effects|clustering|topic modeling
768B16AB,kdd15-p2177,interpreting advertiser intent in sponsored search,kdd,kdd15,2015,microsoft,alex c snoeren|vacha dave|bhanu c vattikonda|saikat guha|hongyan zhou|santhosh kodipaka,7DEBB0CB|80B1DC4A|7A3643B2|84E4D65D|85305AA4|7FF0D8A5,online advertising
7D93209E,kdd03-d32,empirical bayesian data mining for discovering patterns in post marketing drug safety,kdd,kdd03,2003,glaxosmithkline,david fram|william dumouchel|june s almenoff,076056AC|2C382C70|7B1BC2F4,association rules|post marketing surveillance|association rule|drug safety|adverse reaction|pharmacovigilance|adverse event|data mining
76F1BB1D,kdd07-d100,practical learning from one sided feedback,kdd,kdd07,2007,tufts university,d sculley,7F38EC19,active learning|data mining|document retrieval
75C0BFB4,kdd10-d128,overlapping experiment infrastructure more better faster experimentation,kdd,kdd10,2010,google,deirdre b obrien|diane tang|ashish agarwal|michael b meyer,80F1C487|7E950D1A|84B390C7|7D8FFAF5,real time|machine learning|website testing|automation|user interface|search engine|user experience|human factors|design
7DE65620,kdd04-d1,a cross collection mixture model for comparative text mining,kdd,kdd04,2004,university of illinois at urbana champaign,atulya velivelli|chengxiang zhai|bei yu,7CEEF33E|7AF87B24|80509AFE,business intelligence|text mining|mixture models|expectation maximization|mixture model|clustering|em algorithm
7AA44B52,kdd13-d132,one theme in all views modeling consensus topics in multiple contexts,kdd,kdd13,2013,peking university,jian tang|qiaozhu mei|ming zhang,808D0B90|851ECD69|811B187D,user generated content|topic modeling
80923D2A,kdd10-d78,generative models for ticket resolution in expert networks,kdd,kdd10,2010,university of california santa barbara,gengxin miao|shu tao|l e moser|yi chen|xifeng yan|nikos anerousis,806B160C|7CF74F05|77E477D3|7DD373CC|7F9232D1|7E29A2A0,global optimization|service provider|probabilistic algorithm|maximum likelihood estimate|generative model|network model
804D5DC1,kdd07-d33,detecting changes in large data sets of payment card data a case study,kdd,kdd07,2007,visa inc,steve vejcik|chris curry|joseph bugajski|robert l grossman|david locke,7E78979F|829F2DD5|75B1D6F2|7A786C72|85655091,payment cards|data quality|change detection|data mining|data cube|baselines
7D2C8B77,kdd12-d26,automatic taxonomy construction from keywords,kdd,kdd12,2012,microsoft,haixun wang|yangqiu song|shixia liu|xueqing liu,84792AEE|7E2B2390|7E5E4F30|7DD601BA,hierarchical clustering|online advertising|information extraction|knowledgebase|bayesian approach
76BFA37A,kdd07-d89,modeling relationships at multiple scales to improve accuracy of large recommender systems,kdd,kdd07,2007,at t labs,robert m bell|yehuda koren|chris volinsky,07C370A7|7F24ABF9|83392359,unified model|recommender system|collaborative filtering|recommender systems|iterative algorithm
771FB04D,kdd02-d39,exploiting unlabeled data in ensemble methods,kdd,kdd02,2002,university of minnesota duluth,kristin p bennett|ayhan demiriz|richard maclin,73329F67|7CFBF82D|7A0979E5,neural network|semi supervised learning|boosting|ensemble learning|decision tree|classification
7EC5F460,kdd15-p1641,the effectiveness of marketing strategies in social media evidence from promotional events,kdd,kdd15,2015,new york university,vilma todri|panagiotis adamopoulos,14075603|7A1A9A7E,business value|social media|counterfactual|causal inference|event study|business analytics
75D7F3B9,kdd15-p369,instance weighting for patient specific risk stratification models,kdd,kdd15,2015,massachusetts institute of technology,thoralf m sundt|john v guttag|jen j gong|james d rawn,86051A1E|7A3FEB95|0730FDDA|778AE4A5,transfer learning
7EA2E2F0,kdd08-d114,topical query decomposition,kdd,kdd08,2008,yahoo,aristides gionis|carlos castillo|francesco bonchi|debora donato,2BF27CC6|800909BC|81438E07|86288E43,clustering|set cover|greedy algorithm|search engine|document retrieval|set covering problem
78F56564,kdd13-d37,collaborative matrix factorization with multiple similarities for predicting drug target interactions,kdd,kdd13,2013,fudan university,xiaodong zheng|hao ding|shanfeng zhu|hiroshi mamitsuka,7E169C13|8326E82E|75215F5C|1095EE85,chemoinformatics
81311C31,kdd09-d111,name ethnicity classification from open sources,kdd,kdd09,2009,stony brook university,charles b ward|swapna male|anurag ambekar|jahangir mohammed|steven skiena,84EF97EE|79A3A9B6|7A66965B|8488982F|7DE4C8E5,ethnic group|social science|decision tree|news analysis|hidden markov model
13E8C9D2,kdd02-d99,user concept pattern discovery using relevance feedback and multiple instance learning for content based image retrieval,kdd,kdd02,2002,,meiling shyu|chengcui zhang|shuching chen|xin huang,7F0C01A3|7E44F07E|79B5413B|83D57F00,image retrieval
7D850319,kdd11-d50,dual active feature and sample selection for graph classification,kdd,kdd11,2011,ibm,wei fan|philip s yu|xiangnan kong,7F7423EA|7EAA8442|7DF1D45A,branch and bound algorithm|feature vector|feature selection|data mining|empirical study|active learning
7DB6D8B0,kdd10-d42,data mining with differential privacy,kdd,kdd10,2010,technion israel institute of technology,arik friedman|assaf schuster,7F4CA361|805D2454,data access|decision tree|data mining|decision trees|differential privacy
7BB6827B,kdd12-d130,mining emerging patterns by streaming feature selection,kdd,kdd12,2012,hefei university of technology,wei ding|kui yu|xindong wu|dan a simovici,7E94597A|85F06868|81032E28|06D42979,feature selection|feature space
760ECA0B,kdd13-d42,connecting users across social media sites a behavioral modeling approach,kdd,kdd13,2013,arizona state university,huan liu|reza zafarani,7A8BC8AF|85B168DC,mobius
78FD15E3,kdd09-d117,on compressing social networks,kdd,kdd09,2009,harvard university,silvio lattanzi|alessandro panconesi|prabhakar raghavan|flavio chierichetti|ravi kumar|michael mitzenmacher,767FB405|769A1304|7C1F673A|7EA3D2C5|82D5C7EF|82C105E0,data structure|reciprocity|social networks|compression|social network
7EFBBD89,kdd07-d13,association analysis based transformations for protein interaction networks a function prediction case study,kdd,kdd07,2007,university of minnesota,r k gupta|tushar garg|gaurav pandey|michael steinbach|vipin kumar,85577AEC|8371AA0B|85D75D99|7F7BF3B4|816EA6AE,biological data|noise reduction|protein function prediction|association analysis
7F2DAD09,kdd12-d97,hysad a semi supervised hybrid shilling attack detector for trustworthy product recommendation,kdd,kdd12,2012,nanjing university of finance and economics,junjie wu|jie cao|zhiang wu|dacheng tao,7D6A771B|801CBB4C|7EF1D2C0|80F0BF07,collaborative filtering|recommendation systems|recommender system|semi supervised learning|naive bayes|selection effect
7DEB2E0C,kdd13-d46,effective string processing and matching for author disambiguation,kdd,kdd13,2013,national taiwan university,chengkuang wei|youngsan lin|chihjen lin|chengxia chang|chenghao tsai|hsuantien lin|tuchun yin|chunpai yang|weisheng chin|yuchen lu|hsiaoyu tung|tingwei lin|yuchin juan|felix wu|weicheng chang|chunliang li|tong yu|yuchuan su|shoude lin|tzuming kuo|kuanhao huang|juipin wang|yong zhuang,7E06884C|7D6BCAA6|8076BCDA|7DF60B29|7F98B5A0|7E2C5D83|7F7A52A4|7E4635E8|7F00192C|7F4620AB|7DC79075|809BBB59|8118D6C5|7E58A9B3|80E8FC96|813BBDC8|7EF7FF04|7DE8710C|7ED116B9|7DAFCD6E|7FA20DB4|7E61F31B|7DBC0AA5,feature engineering
7867A555,kdd13-d187,trial and error in influential social networks,kdd,kdd13,2013,shanghai jiao tong university,ruixin qiang|xiaohui bei|liyu dou|xiangru huang|ning chen,84C01D9A|84D2EFF3|78130359|84AD24A4|8003D897,trial and error|social networks
7D3ACD98,kdd98-d9,an enhanced representation of time series which allows fast and accurate classification clustering and relevance feedback,kdd,kdd98,1998,university of california irvine,michael pazzani|eamonn keogh,8158A726|770496B2,time series data|synthetic data|time series
7593D5C7,kdd14-d44,experiments with non parametric topic models,kdd,kdd14,2014,monash university,wray buntine|swapnil mishra,0F83345D|850BF863,topic modelling
80F1B99F,kdd11-d89,meta optimization and its application to portfolio selection,kdd,kdd11,2011,university of minnesota,puja das|arindam banerjee,79731492|80787FC6,convex optimization|convex combination|prediction model
7BD566E7,kdd13-d72,fast rank 2 nonnegative matrix factorization for hierarchical document clustering,kdd,kdd13,2013,georgia institute of technology,haesun park|da kuang,78F81E62|7E8E17B5,nonnegative matrix factorization|active set algorithm
761D3EF4,kdd11-d68,high precision phrase based document classification on a modern scale,kdd,kdd11,2011,stanford university,matan gavish|ron bekkerman,7BDCC091|0FC94792,information bottleneck|natural language
7F499422,kdd05-d36,determining an author s native language by mining a text for errors,kdd,kdd05,2005,bar ilan university,kfir zigdon|moshe koppel|jonathan schler,1057B017|80ECFF45|062B7298,text mining|native language|support vector machine
775D5FDD,kdd15-p1085,discovery of meaningful rules in time series,kdd,kdd15,2015,university of california riverside,yanping chen|mohammad shokoohiyekta|jesin zakaria|bing hu|bilson campana|eamonn keogh,7EE7A449|7D86228B|8158A726|75D7615A|7D13E573|7801A70F,prediction|time series
7C4C978B,kdd12-d103,integrating community matching and outlier detection for mining evolutionary community outliers,kdd,kdd12,2012,university of illinois at urbana champaign,jing gao|manish gupta|jiawei han|yizhou sun,7F0CB66C|7E7A3A69|80C7A12D|7E06B2F1,outlier detection|anomaly detection
7FA33807,kdd07-d26,cost effective outbreak detection in networks,kdd,kdd07,2007,carnegie mellon university,andreas krause|jeanne m vanbriesen|christos faloutsos|jure leskovec|natalie glance|carlos guestrin,7B5DA7BC|8311D172|088C36C7|7686F4FC|6FF9A5FC|810D2197,graphs|greedy algorithm|information cascades|cost effectiveness
814F644F,kdd08-d32,combinational collaborative filtering for personalized community recommendation,kdd,kdd08,2008,university of california santa barbara,wenyen chen|dong zhang|edward y chang,7E71F841|80457EFE|806DCF8E,collaborative filtering|gibbs sampling|probabilistic model|parallel computer|expectation maximization algorithm|empirical study|information retrieval
7F4F4FC8,kdd14-d37,effective global approaches for mutual information based feature selection,kdd,kdd14,2014,university of melbourne,xuan vinh nguyen|jeffrey chan|james bailey|simone romano,84E11070|810CCCAC|860BCDA8|7ED06547,mutual information|feature selection|semi definite programming|global optimization
7F507FAA,kdd10-d165,user browsing models relevance versus examination,kdd,kdd10,2010,google,daryl pregibon|sugato basu|ramakrishnan srikant|ni wang,7B5B5847|84782EA8|8155C0BF|775CAB73,relevance|click through rate|search engine
7D7A509C,kdd05-d74,mining risk patterns in medical data,kdd,kdd05,2005,university of southern queensland,huidong jin|jiuyong li|jie chen|chris w kelman|graham williams|hongxing he|ross sparks|damien mcaullay|ada waichee fu,7DFA5607|7D41C23E|8624A5DF|828597F7|7E7B5938|7CEDA416|8113B359|7BCD4888|7EC5D7CA,relative risk
81784B7A,kdd11-d34,common component analysis for multiple covariance matrices,kdd,kdd11,2011,university of minnesota,daniel boley|huahua wang|arindam banerjee,7FC8D613|79731492|7891B17C,principal component analysis|pca|iterative algorithm|covariance matrix|synthetic data|approximation error|dimensionality reduction
0422B67F,kdd98-d59,towards the personalization of algorithms evaluation in data mining,kdd,kdd98,1998,,alexander schnabl|gholamreza nakhaeizadeh,785E971D|79043B1F,data envelope analysis|knowledge discovery|machine learning|model selection|data mining
7FC5C5B2,kdd07-d4,a learning framework using green s function and kernel regularization with application to recommender system,kdd,kdd07,2007,lawrence berkeley national laboratory,rong jin|chris ding|horst d simon|tao li,80D570B8|7FB76008|7E56C8FC|7E4A69C3,laplace operator|semi supervised learning|recommender system|point source|distance metric|spectral clustering|neumann boundary condition|reproducing kernel hilbert space|random walk|unsupervised learning
0286A09C,kdd96-d39,from data mining to knowledge discovery current challenges and future directions,kdd,kdd96,1996,,ramasamy uthurusamy,000E5E16,data mining|knowledge discovery
6F046E07,kdd98-d29,toward a theoretical foundation of genetic algorithms in market timing part 1,kdd,kdd98,1998,,陳樹衡,0D4EFA3A,na
80A7C668,kdd10-d35,community based greedy algorithm for mining top k influential nodes in mobile social networks,kdd,kdd10,2010,peking university,guojie song|kunqing xie|gao cong|yu wang,7D2CD139|7FD158F5|81434DF5|7D459983,mobile network|mobile device|dynamic programming algorithm|word of mouth|greedy algorithm|social network|empirical study|social networks
80A2BCD2,kdd96-d49,reverse engineering databases for knowledge discovery,kdd,kdd96,1996,,huw roberts|stephen mckearney,7E2242A7|5A847A7A,knowledge discovery|reverse engineering
75FC3AE6,kdd13-d22,an integrated framework for optimizing automatic monitoring systems in large it infrastructures,kdd,kdd13,2013,ibm,florian pinel|liang tang|genady grabarnik|larisa shwartz|tao li,24A2D356|7ED964CC|797DE9ED|805FD8CD|7E24EC84,system monitoring
7AD2B9FF,kdd12-d150,on the separability of structural classes of communities,kdd,kdd12,2012,cornell university,john hopcroft|bruno abrahao|sucheta soundarajan|robert kleinberg,6E09EBCF|7792B7C2|7CDC491B|7C9D6A8F,community structure|class|random walk|networks
7953526B,kdd12-d85,fast mining and forecasting of complex time stamped events,kdd,kdd12,2012,kyoto university,tomoharu iwata|yasushi sakurai|christos faloutsos|masatoshi yoshikawa|yasuko matsubara,8311D172|7DB4B0AA|7D8D5DCA|769BEAEB|7FCBA477,forecasting|topic model|tensor analysis
766FD6EE,kdd10-d100,medical coding classification by leveraging inter code relationships,kdd,kdd10,2010,northeastern university,yan yan|glenn fung|romer rosales|jennifer g dy,85781E34|7EDDFA5D|7DADEFAA|862444E1,data mining|l1 regularization|medical records|medical coding|classification
7C3C6F74,kdd09-d60,efficient anomaly monitoring over moving object trajectory streams,kdd,kdd09,2009,hong kong university of science and technology,lei chen|ada waichee fu|yingyi bu|dawei liu,8113B359|7D9CB513|7DD0E3D6|80F5374A,outlier detection|data processing|similarity search|temporal data
7782F415,kdd04-d56,gpca an efficient dimension reduction scheme for image compression and retrieval,kdd,kdd04,2004,university of delaware,qi li|jieping ye|ravi janardan,7E64617B|29D7D0F9|8118A14E,principal component analysis|singular value decomposition|tensor product|dimension reduction|data collection|vector space|image compression
77AB41CF,kdd15-p149,warm start for parameter selection of linear classifiers,kdd,kdd15,2015,national taiwan university,boyu chu|chenghao tsai|chiahua ho|chihjen lin,7A7BD946|847A926F|7FA20DB4|813BBDC8,linear classification
75FB992B,kdd15-p655,the child is father of the man foresee the success at the early stage,kdd,kdd15,2015,arizona state university,liangyue li|hanghang tong,7FCE9B34|849A8423,na
784B7EF4,kdd14-d62,improving management of aquatic invasions by integrating shipping network ecological and environmental data data mining for social good,kdd,kdd14,2014,loyola university chicago,nitesh v chawla|erin k grey|jian xu|karsten steinhaeuser|david m lodge|john m drake|reuben p keller|thanuka l wickramarathne,7E420898|76014D6E|7F50D43A|80B2E47B|0F685173|7630E975|5DAE606C|7E5C680D,risk assessment|data mining|networks|clustering|invasive species
75772203,kdd99-d19,detecting change in categorical data mining contrast sets,kdd,kdd99,1999,university of california irvine,michael pazzani|stephen d bay,770496B2|82E4DBDE,categorical data|data analysis
758B3082,kdd02-d53,integrating feature and instance selection for text classification,kdd,kdd02,2002,university of patras,dimitris meretakis|dimitris fragoudis|spiros likothanassis,7BDF88F2|7C570C24|1464E936,mutual information|feature selection|majority vote|identification|support vector machine
7E469D16,kdd08-d56,fastanova an efficient algorithm for genome wide association study,kdd,kdd08,2008,university of north carolina at chapel hill,fei zou|xiang zhang|wei wang,8168843B|80DA3413|7F6DC1F4,genome wide association study|bioinformatics|upper bound|single nucleotide polymorphism|permutation test|biomedical research|family wise error rate
7E22E605,kdd05-d33,deriving marketing intelligence from online discussion,kdd,kdd05,2005,,kamal nigam|robert stockton|natalie glance|takashi tomokiyo|matthew hurst|matthew a siegler,86342CB7|7DB7AF23|7A1D64EC|11726680|761E2C23|84AE285E,algorithms|computational linguistics|machine learning|text mining|information retrieval
7A0679D4,kdd11-d18,approximate kernel k means solution to large scale kernel clustering,kdd,kdd11,2011,michigan state university,rong jin|radha chitta|anil k jain|timothy c havens,7FB76008|7C7114BF|839B35CD|80DDA9E9,computational complexity|k means|clustering|time complexity|k means algorithm
7AB2899D,kdd03-d45,golden path analyzer using divide and conquer to cluster web clickstreams,kdd,kdd03,2003,,steven p ketchpel|kamal ali,7EE790F6|849703E4,web pages|divide and conquer|web mining|clustering|work in process
78024B48,kdd11-d39,democrats republicans and starbucks afficionados user classification in twitter,kdd,kdd11,2011,yahoo,marco pennacchiotti|anamaria popescu,8625133D|86240325,machine learning|social media|microblogging
7A3B64F4,kdd02-d26,discovering word senses from text,kdd,kdd02,2002,university of alberta,patrick pantel|dekang lin,8060BA92|7D9CA94F,feature vector|machine learning|evaluation|clustering
7B13E4E5,kdd04-d101,redundancy based feature selection for microarray data,kdd,kdd04,2004,arizona state university,lei yu|huan liu,7E443432|85B168DC,microarray data analysis|feature selection|empirical study|gene selection|gene expression|microarray data
7895F6F0,kdd07-d68,joint optimization of wrapper generation and template detection,kdd,kdd07,2007,the chinese university of hong kong,di wu|ruihua song|shuyi zheng|jirong wen,7B2715A0|8049F524|814DDDEA|80F40C1B,information extraction
7E625F88,kdd06-d69,mining for misconfigured machines in grid systems,kdd,kdd06,2006,technion israel institute of technology,noam palatin|assaf schuster|ran wolff|arie leizarowitz,7F4CA361|012E2D97|84832414|7CF505D2,system management|data analysis|outlier detection|adverse effect|data mining|international development|information system|system monitoring
751CCFA9,kdd15-p109,on the formation of circles in co authorship networks,kdd,kdd15,2015,indian institute of technology kharagpur,sikhar patranabis|pawan goyal|tanmoy chakraborty|animesh mukherjee,7D599662|84B4882A|7F3A7EEC|81945CB5,prediction
7855449C,kdd07-d44,enhanced max margin learning on multimodal data mining in a multimedia database,kdd,kdd07,2007,carnegie mellon university,zhen guo|zhongfei zhang|eric xing|christos faloutsos,8311D172|81C6BD58|84E13C40|7F416DED,convergence rate|image annotation|image retrieval|data mining|embryos
78CD10E4,kdd11-d29,clustering very large multi dimensional datasets with mapreduce,kdd,kdd11,2011,university of sao paulo,julio lopez|uksong kang|caetano traina|christos faloutsos|robson l f cordeiro|agma j m traina,7DB05019|803F1C47|78455E9F|810DE36A|8311D172|82C7BA2C,synthetic data|clustering|cost function
7A9A566B,kdd15-p885,quick sensitivity analysis for incremental data modification and its application to leave one out cv in linear classification problems,kdd,kdd15,2015,nagoya institute of technology,shota okumura|ichiro takeuchi|yoshiki suzuki,80E6BEC0|80F851CA|8486D7BF,sensitivity analysis|leave one out cross validation
7510EC5D,kdd15-p965,locally densest subgraph discovery,kdd,kdd15,2015,university of technology sydney,lu qin|ronghua li|chengqi zhang|lijun chang,7F3C2AF3|813C7504|7D0927E1|811BC456,big data|graph
7FB5DEA5,kdd12-d115,large scale learning of word relatedness with constraints,kdd,kdd12,2012,yahoo,evgeniy gabrilovich|yehuda koren|guy halawi|gideon dror,6B93198F|7D4380B2|84719EBB|83392359,data mining|computational semantics|first principle|semantic similarity
7AEA5B97,kdd08-d72,knowledge transfer via multiple model local structure mapping,kdd,kdd08,2008,ibm,wei fan|jing gao|jing jiang|jiawei han,7D2B8061|7E7A3A69|7E06B2F1|7DF1D45A,transfer learning|classification|semi supervised learning|ensemble
7969E167,kdd15-p1553,cuckoo linear algebra,kdd,kdd15,2015,carnegie mellon university,mu li|alexander j smola|li zhou|david g andersen,7D6846B6|7EFB4929|830A9B8E|846DF1F9,hashing|linear models
7BDE53F7,kdd12-d54,design principles of massive robust prediction systems,kdd,kdd12,2012,,claudia perlich|troy raeder|ori stitelman|foster provost|brian dalessandro,6FD96F23|852915EF|796A56BA|7A7CCB2E|863CCC52,production system|quality control|data mining
7D7AD160,kdd12-d182,selecting a characteristic set of reviews,kdd,kdd12,2012,boston university,mark crovella|theodoros lappas|evimaria terzi,05729C1A|78E6E4E5|7DCE5923,narrative structure
7753B6F0,kdd13-d170,stochastic collapsed variational bayesian inference for latent dirichlet allocation,kdd,kdd13,2013,university of amsterdam,padhraic smyth|max welling|james foulds|levi boyles|christopher dubois,80564DAD|7CE7ACDE|815FB4F9|7812F761|8172656E,topic models
761984EC,kdd02-d1,a model for discovering customer value for e content,kdd,kdd02,2002,university of california santa barbara,jayanth nayak|srinivasan jagannathan|kevin c almeroth|markus hofmann,750FFB50|1329F41D|84D611C1|7E6E35F5,customer behavior|profitability|probabilistic model|internet marketing|real time|bayesian networks
816F9809,kdd03-d0,a comparison of fast blocking methods for record linkage,kdd,kdd03,2003,,rohan a baxter|tim churches|peter christen,78A036F6|792A8B07|7EA5CAF5,record linkage|data integrity|term frequency|inverse document frequency|indexation
7F1DAC58,kdd95-d36,restructuring databases for knowledge discovery by consolidation and link formation,kdd,kdd95,1995,united states department of the treasury,ted e senator|henry g goldberg,7F6A8001|0ADCAA8D,knowledge discovery|machine learning|indexation|relational database management system
7640E293,kdd06-d47,event detection from evolution of click through data,kdd,kdd06,2006,microsoft,tieyan liu|sourav s bhowmick|qiankun zhao|weiying ma,7DAABBEA|802F8789|7F3CD7CA|8146D840,structured data|bipartite graph|dynamic web|data collection|web search engine|graph cut|semantic similarity
75F68336,kdd14-d23,clustering and projected clustering with adaptive neighbors,kdd,kdd14,2014,university of texas at arlington,xiaoqian wang|heng huang|feiping nie,8020536B|7F682D69|85D411FC,clustering
812DCCEC,kdd06-d111,using structure indices for efficient approximation of network properties,kdd,kdd06,2006,university of massachusetts amherst,matthew j rattigan|marc maier|david jensen,7E041BA8|7E9A1AE1|79A89F0B,relational data|betweenness centrality|centrality|indexation|space complexity|social network analysis
7C1854CB,kdd12-d45,coupled behavior analysis for capturing coupling relationships in group based market manipulations,kdd,kdd12,2012,university of technology sydney,wu ye|yin song|gang wei|longbing cao|wei ding|xindong wu,7E11A500|84BCE9E1|80A71631|7E94597A|83187D57|828EB3F6,hierarchical clustering|domain knowledge|relational learning|anomaly detection|qualitative analysis|behavior analysis
78957A0E,kdd15-p2197,discerning tactical patterns for professional soccer teams an enhanced topic model with applications,kdd,kdd15,2015,peking university,wei hu|yuan yao|zhiyong shen|qing wang|hengshu zhu,84B2E1D0|7D1343BC|7CEF63C9|7D96555F|805CAC78,topic model
053EE57B,kdd96-d4,an overview of issues in developing industrial data mining and knowledge discovery applications,kdd,kdd96,1996,,ronald j brachman|willi klosgen|gregory piatetskyshapiro|evangelos simoudis|tom khabaza,003F034F|2774D845|8438D2C2|74A0CF0E|0DFFD556,knowledge discovery|data mining
06111837,kdd96-d24,extensibility in data mining systems,kdd,kdd96,1996,,werner emde|stefan wrobel|dietrich wettschereck|edgar sommer,1141C611|7E0E365F|7D9A6629|7293FC10,system architecture|data mining
7CC618DE,kdd06-d62,learning sparse metrics via linear programming,kdd,kdd06,2006,siemens healthcare,glenn fung|romer rosales,7DADEFAA|7D82FAE8,query by example|convex optimization|linear programming|local minima|distance function|data mining|dimensionality reduction|linear program
788A3174,kdd08-d18,arnetminer extraction and mining of academic social networks,kdd,kdd08,2008,ibm,jie tang|limin yao|li zhang|zhong su|jing zhang|juanzi li,7F3BED47|7EE857A4|80A0A7C8|812C4614|803BCE26|75E739C4,digital library|information extraction|social network|unified model|topic modeling
7D513D28,kdd03-d42,finding recent frequent itemsets adaptively over online data streams,kdd,kdd03,2003,yonsei university,won suk lee|joong hyuk chang,8151BEA2|7ED7C357,data mining
7584397A,kdd14-d77,leveraging user libraries to bootstrap collaborative filtering,kdd,kdd14,2014,university of toronto,richard s zemel|laurent charlin|hugo larochelle,801D2093|0E78D02E|0AD4B3BD,cold start|collaborative filtering|topic modeling
7D5B2AAB,kdd10-d71,finding effectors in social networks,kdd,kdd10,2010,boston university,dimitrios gunopulos|theodoros lappas|evimaria terzi|heikki mannila,62B8C0B1|78E6E4E5|86203BC8|12857062,dynamic programming algorithm|social networks|social network|polynomial time
03B45B4C,kdd96-d45,the process of knowledge discovery in databases,kdd,kdd96,1996,,ronald j brachman|tej anand,7DEE171B|7A8A4D33,na
75556BCD,kdd10-d38,connecting the dots between news articles,kdd,kdd10,2010,carnegie mellon university,dafna shahaf|carlos guestrin,7686F4FC|4C0410FD,news|health care|coherence
80966267,kdd11-d116,probabilistic topic models with biased propagation on heterogeneous information networks,kdd,kdd11,2011,university of illinois at urbana champaign,yintao yu|hongbo deng|bo zhao|jiawei han|cindy xide lin,7E7A3A69|810D7A5D|8404AFA2|812C8D5D|7F03D54C,heterogeneous network|random walk|clustering|topic modeling
78F52477,kdd09-d159,towards combining web classification and web information extraction a case study,kdd,kdd09,2009,hp labs,yuhong xiong|zhongzhi shi|ping luo|yong zhao|fen lin,7DE39704|7F2D62E4|85DA4D1B|7C1ED1B5|85234D2D,web pages|conditional random field|information extraction|graphical model|content analysis|classification
75864307,kdd10-d24,beyond heuristics learning to classify vulnerabilities and predict exploits,kdd,kdd10,2010,university of california san diego,lawrence k saul|geoffrey m voelker|mehran bozorgi|stefan savage,84F62DB0|7FBC4F90|0E66FAC7|81674A06,supervised learning|buffer overflow|side effect|feature vector|svm|exploits|software systems|vulnerabilities
75E20F04,kdd12-d158,pagerank on an evolving graph,kdd,kdd12,2012,stanford university,eli upfal|mohammad mahdian|ravi kumar|bahman bahmani,77499422|7EA3D2C5|0FCF201E|80CFDD89,random walks|random walk|social network
772D59F4,kdd06-d1,a general framework for accurate and fast regression by data summarization in random decision trees,kdd,kdd06,2006,united states department of defense,wei fan|joe mccloskey|philip s yu,7EAA8442|7D81C09A|7DF1D45A,nonparametric regression|regression|linear regression|kernel function|decision tree|data mining|decision trees
7905C524,kdd02-d82,query analysis and visualization of hierarchically structured data using polaris,kdd,kdd02,2002,stanford university,pat hanrahan|diane tang|chris stolte,7CF61C91|80F1C487|7DEEAF03,multidimensional database|data mining|interactive visualization|data cube|scientific computing|data warehouse|user interface|time series
7CC00E2D,kdd15-p1315,diversifying restricted boltzmann machine for document modeling,kdd,kdd15,2015,carnegie mellon university,pengtao xie|yuntian deng|eric xing,7F416DED|809D3D7F|7E8E7F06,power law distribution|topic modeling
7D3C5E23,kdd11-d69,human mobility social ties and link prediction,kdd,kdd11,2011,istituto di scienza e tecnologie dell informazione,chaoming song|albertlaszlo barabasi|fosca giannotti|dino pedreschi|dashun wang,00768F35|47DE8715|7D0F21B9|7EE0DE21|82DC59C0,social interaction|social ties|social network|network dynamics
7A47E07D,kdd15-p1503,multi task learning for spatio temporal event forecasting,kdd,kdd15,2015,virginia tech,changtien lu|feng chen|liang zhao|jieping ye|naren ramakrishnan|qian sun,8569499D|8118A14E|852FBB0F|8315FA91|7CF4473C|7DEFF67B,lasso|multi task learning
753989D5,kdd13-d2,a general bootstrap performance diagnostic,kdd,kdd13,2013,university of california berkeley,ion stoica|michael i jordan|ariel kleiner|ameet talwalkar|sameer agarwal,7D19AACD|7F8038BA|80D58ED8|79BB2B9E|83BFE825,bootstrap|performance
76F29554,kdd12-d144,multimedia features for click prediction of new ads in display advertising,kdd,kdd12,2012,oregon state university,roelof van zwol|yang zhou|ruofei zhang|eren manavoglu|vidhya navalpakkam|haibin cheng|javad azimi,809BC32E|8116593B|10C99D36|7D5724C0|018E628A|7D0BBBCD|8107A765,prediction model|image|feature extraction|gmm
8118C76C,kdd13-d100,learning to question leveraging user preferences for shopping advice,kdd,kdd13,2013,university of texas at arlington,ingmar weber|mahashweta das|gianmarco de francisci morales|aristides gionis,80A48966|84C2B51F|7F263298|7BA82F03,ranking
5853B8E0,kdd05-d20,building connected neighborhood graphs for isometric data embedding,kdd,kdd05,2005,western michigan university,yang li,804540D8,nearest neighbor|graph connectivity|high dimensional data|coordinate system|manifold learning
