PID,PDFID,title,conf,folder,year,affil,authors,author_ids,keywords
7A2A9B2A,www05-d47,wcag formalization with w3c standards,www,www05,2005,charles iii university of madrid,vicente luque centeno|martin gaedke|martin nussbaumer|carlos delgado kloos,789BFCF3|751BE26A|7E5CAF83|76ECA7FC,wai|web accessibility
7F980C3C,www04-d1,web customization using behavior based remote executing agents,www,www04,2004,university of california san diego,eugene hung|joseph pasquale,7F06FC4B|7A1BC511,web browsing|data migration|web service|mobile agent
7F6D9D3E,www09-d16,rest based management of loosely coupled services,www,www09,2009,instituto politecnico nacional,kamal bhattacharya|bruno wassermann|jim laredo|liliana pasquale|heiko ludwig,76354B45|79283DBD|79142CDF|78058727|7D3BC847,configuration management|world wide web|rest|software as a service|change management|service management
7F872D90,www07-d114,cantina a content based approach to detecting phishing web sites,www,www07,2007,university of pittsburgh,jason i hong|yue zhang|lorrie faith cranor,15EFF37F|7D692F78|82EE58EF,phishing|evaluation|anti phishing|private information|tf idf
7EC84070,www14-d291,statistical inference in two stage online controlled experiments with treatment selection and validation,www,www14,2014,university of michigan,tianxi li|alex deng|yu guo,84C941B1|8176BEC8|84B518D0,meta analysis
805DAC0F,www10-d155,distributed nonnegative matrix factorization for web scale dyadic data analysis on mapreduce,www,www10,2010,microsoft,jinliang fan|chao liu|hungchih yang|yimin wang|liwei he,7CF26B06|801B41A2|7F34DC6C|7F6C461D|7D92CC9F,nonnegative matrix factorization|distributed computing|matrix factorization|data analysis
7F9D2D17,www10-d190,learning based access control in online social networks,www,www10,2010,ibm,gorrell p cheek|mohamed shehab|hakim touati|anna squicciarini|pauchen cheng,75ECF07C|82779FA9|7CEEB6F3|762C9DF4|02A0FF54,social networks|access control|social network|supervised learning|privacy
7854B8F8,www11-d213,a tool for fast indexing and querying of graphs,www,www11,2011,university of missouri kansas city,dipali pal|praveen r rao,7FE9FDCC|78C1E397,graphs|indexing|graph matching|indexation
807ED613,www14-d217,price competition in online combinatorial markets,www,www14,2014,google,noam nisan|renato paes leme|moshe babaioff,01226591|8007180E|0FF3AD0A,algorithms|games
8068AB0E,www08-d40,wishful search interactive composition of data mashups,www,www08,2008,ibm,zhen liu|mark d feblowitz|anton v riabov|eric boillet|anand ranganathan,7C430214|7B0BE3F1|850646C0|4A843D5B|7DA97370,composition|tag cloud|user interface
089473D8,www03-d62,edusource interoperable network of learning object repositories,www,www03,2003,,marek hatala|griff richards,7A8F7DEA|7EE1A8F7,na
80486674,www09-d22,an axiomatic approach for result diversification,www,www09,2009,stanford university,aneesh sharma|sreenivas gollapudi,80FF2D58|78986B23,satisfiability|wikipedia|approximation algorithms|search engine|diversification|explicit knowledge
7ED8FC57,www07-d129,preserving xml queries during schema evolution,www,www07,2007,ibm,susan malaika|lipyeow lim|mirella m moro,80D89B44|801F11C2|7E73B190,xml database|xml schema
7A55A04A,www08-d119,layman tuning of websites facing change resilience,www,www08,2008,university of the basque country,jon iturrioz|oscar diaz|cristobal arellano,76E36031|80F5B8CA|7DA15895,tight coupling|semantic web|web 2 0|personalization
8090EF6F,www10-d16,towards natural question guided search,www,www10,2010,university of illinois at urbana champaign,chengxiang zhai|alexander kotov,80509AFE|851F3706,information need|indexation|search engine
762A294C,www11-d114,language independent identification of parallel sentences using wikipedia,www,www11,2011,international institute of information technology hyderabad,vasudeva varma|rohit g bharadwaj,7B4C78EA|8597BDCF,wikipedia|feature vector|languages|binary classification|dictionaries
7FA50BA7,www08-d66,plurality a context aware personalized tagging system,www,www08,2008,texas a m university,robert graham|james caverlee|brian david eoff,4837C9BF|84EB3477|78EFB017,personalization|context sensitive|collective intelligence
7F5B7F1C,www05-d5,how to make web sites talk together web service solution,www,www05,2005,hanoi university,takahiro kawamura|hoang pham huy|tetsuo hasegawa,7FAB8A1C|7DB815F0|7DEEE4D5,web service
78498579,www04-d78,interpreting distributed ontologies,www,www04,2004,southeast university,yuzhong qu|zhiqiang gao,7D95E1AC|81191AA2,semantic web|distributed environment|owl
816326DC,www02-d36,probabilistic question answering on the web,www,www02,2002,university of michigan,hong qi|dragomir r radev|harris wu|weiguo fan|amardeep grewal,286B65E2|7FC59223|80B380B2|863BB92C|80AB73BF,question answering|natural language processing|document retrieval|search engine|natural language|web accessibility|search engines|information retrieval
7BF3CF80,www01-d15,web based personalization and management of interactive video,www,www01,2001,siemens,rune hjelsvold|subu vdaygiri|yves leaute,0A3EABE9|84D6B7FB|074A5AB9,java applet|content management|dynamic content|smil
7FE8D667,www12-d109,practical end to end web content integrity,www,www12,2012,ibm,wenke lee|alexander moshchuk|helen j wang|collin jackson|kapil singh,807C4081|7E906D50|771E4FD3|7CFB96D2|7F44D56E,web security|man in the middle attack
81146172,www12-d198,targeted disambiguation of ad hoc homogeneous sets of named entities,www,www12,2012,university of illinois at urbana champaign,kaushik chakrabarti|surajit chaudhuri|tao cheng|chi wang,85C07590|7EA3FF3D|7D4F1940|80FAA2A4,knowledge base|named entity disambiguation
7F1CF938,www06-d33,detecting semantic cloaking on the web,www,www06,2006,lehigh university,baoning wu|brian d davison,8009229E|8359D325,spam|web pages|web crawler|search engine|web search engine
7EFA010F,www10-d106,how useful are your comments analyzing and predicting youtube comments and comment ratings,www,www10,2010,telefonica,wolfgang nejdl|stefan siersdorfer|jose san pedro|sergiu chelaru,84CECB45|7D04765C|7C6274F5|158D9C4E,na
7EF492CA,www05-d40,web assisted annotation semantic indexing and search of television and radio news,www,www05,2005,university of sheffield,mike dowman|hamish cunningham|valentin tablan|borislav popov,7B940808|7C9C1930|749723FC|7D549D84,temporal data|web pages|semantic web|multimedia|world wide web|speech recognition|natural language processing|information extraction|indexation|knowledge management|web interface|automatic speech recognition
7DC6EF0C,www11-d126,open and decentralized access across location based services,www,www11,2011,the chinese university of hong kong,erik wilde|rui yang|yiming liu,8030F1F6|85AE5BD7|7ED72D91,location based service|location based services|rss|services|documentation|atom|user experience|service management|design
7EE7DC62,www05-d87,trustguard countering vulnerabilities in reputation management for decentralized overlay networks,www,www05,2005,georgia institute of technology,mudhakar srivatsa|li xiong|ling liu,85EE6B68|7EB80123|566990D6,formal method|overlay network|cryptographic protocols|e commerce|digital signatures|oscillations|security
798D8DBD,www04-d171,digital repository interoperability design implementation and deployment of the ecl protocol and connecting middleware,www,www04,2004,simon fraser university,ty mey eap|marek hatala|griff richards,7F6869CF|7A8F7DEA|611D2EBF,digital repository|protocols|middleware|interoperability|design
7F4EBB52,www09-d46,inferring private information using social network data,www,www09,2009,facebook,murat kantarcioglu|bhavani thuraisingham|raymond heatherly|jack lindamood,13D006C2|776ABE7F|7837C445|786496E6,social networks|private information|social network|privacy
80BCFCE7,www09-d96,sitemaps above and beyond the crawl of duty,www,www09,2009,university of california los angeles,narayanan shivakumar|uri schonfeld,861097D6|8026553C,crawling|metrics|web search engine|search engine|sitemaps|search engines
7CE252B5,www14-d7,modeling and predicting the growth and death of membership based websites,www,www14,2014,carnegie mellon university,bruno ribeiro,8053DBFA,na
7F2563EC,www08-d65,mining the search trails of surfing crowds identifying relevant websites from user activity,www,www08,2008,microsoft,ryen w white|mikhail bilenko,7CF754AE|750902B9,learning to rank|probabilistic algorithm|search engine
7F8B8302,www04-d20,analyzing client interactivity in streaming media,www,www04,2004,universidade federal de minas gerais,cristiano p costa|berthier ribeironeto|alex fernando borges|jussara m almeida|claudiney v ramos|marcus m rocha|italo cunha,862828E3|7F0413A0|811D35F8|11848165|77FE7021|7D710C2E|7F13BDB1,na
812817A0,www07-d83,geotv navigating geocoded rss to create an iptv experience,www,www07,2007,at t,rittwik jana|giuseppe di fabbrizio|bernard s renger|serban jora|david c gibbon|bin wei|yihfarn chen,763F7A27|757B8323|7EBF8011|80E7B7A3|12559426|7E9C4D3C|5CC15DF3,interface design|mobile device|multimedia|rss|remote control
811CD428,www11-d147,statically locating web application bugs caused by asynchronous calls,www,www11,2011,purdue university,tao bao|yunhui zheng|xiangyu zhang,7F002A8F|80945B34|7DB27550,static program analysis|ajax|javascript|static analysis|user experience
81694D42,www04-d166,mining anchor text for query refinement,www,www04,2004,ibm,jason yeong zien|reiner kraft,7F7625C9|7D0052C6,anchor text|rank
81263177,www10-d108,sourcerank relevance and trust assessment for deep web sources based on inter source agreement,www,www10,2010,arizona state university,subbarao kambhampati|r balakrishnan,50BA9834|8284E9DA,deep web|random walk
7F1DA0D3,www09-d32,relationalizing rdf stores for tools reusability,www,www09,2009,raytheon,anubha gupta|sunitha ramanujam|bhavani thuraisingham|latifur khan|steven seida,8081B2FA|7D8C88A3|8338EF04|776ABE7F|09088F64,resource description framework|data storage|rdbms
8093F480,www04-d27,characterization of a large web site population with implications for content delivery,www,www04,2004,ibm,zhen xiao|leeann bent|geoffrey m voelker|michael rabinovich,8265268E|84A9FC0F|75D47F52|0E66FAC7,http|performance|measurement
80C48A57,www06-d123,position paper a comparison of two modelling paradigms in the semantic web,www,www06,2006,alcatel lucent,peter f patelschneider|ian horrocks,77D05541|03DC2BE3,classical logic|semantic web|representation
80CF2613,www09-d36,detecting soft errors by redirection classification,www,www09,2009,konkuk university,taehyung lee|kunsoo park|jin wook kim|sungryul kim,856076D6|7EF9632D|7F6B484C|7DBF67C5,web search engine|url redirection|soft error|spam|search engine
81242F91,www08-d15,representing a web page as sets of named entities of multiple types a model and some preliminary applications,www,www08,2008,peking university,xiaoming li|mengcheng duan|conglei yao|nan di|jonathan zhu,849C7EFB|7E17CBE4|84E994BB|86362727|7D7AB5B7,web pages|web content mining|bag of words|information retrieval
80AC48C5,www08-d132,non intrusive monitoring and service adaptation for ws bpel,www,www08,2008,technical university of kenya,oliver moser|florian rosenberg|schahram dustdar,794FD10D|7D2BD213|7E1C0FF8,quality of service|web service|bpel|aspect oriented|high availability
80D2B3B7,www09-d93,towards intent driven bidterm suggestion,www,www09,2009,yahoo,evgeniy gabrilovich|william chang|patrick pantel|anamaria popescu,6B93198F|8060BA92|84F5353C|86240325,online advertising|production system
8135F809,www07-d178,tag clouds for summarizing web search results,www,www07,2007,university of british columbia,thomas hentrich|mark d wilkinson|byron yl kuo|benjamin m good,7B11E084|815EA163|8244D281|7904B7C0,text mining|visualization|natural language processing|tag cloud
80F18574,www08-d174,value driven design for infosuasive web applications,www,www08,2008,instituto politecnico nacional,paolo paolini|davide bolchini|franca garzotto,82B63F82|0855866C|7E1063F5,business value|web engineering|value|brand|requirements|requirement engineering|globalization|conceptual model|web design|conceptual framework|information architecture|requirement analysis
7593C2CD,www11-d90,performance enhancement of scheduling algorithms in clusters and grids using improved dynamic load balancing techniques,www,www11,2011,,priyesh kanungo|hemant kumar mehta|manohar chandwani,052B8162|80D396FB|7DA960F3,resource management|trust|distributed computing|grid computing|process scheduling|cloud computing|grid|cluster computing|resource manager|data mining|cluster|distributed computing environment|cloud|scheduling algorithm
76E520BF,www04-d2,the webgraph framework i compression techniques,www,www04,2004,university of milan,sebastiano vigna|paolo boldi,0F0DD427|77D4FD8A,compression
80AB5591,www11-d119,survivability oriented self tuning of web systems,www,www11,2011,fudan university,yijun yu|wenyun zhao|bihuan chen|xin peng,80DC56DE|7FDD206A|80A9A924|773292D5,reasoning|value|requirements|functional requirement
7E36DEC5,www12-d16,understanding task driven information flow in collaborative networks,www,www12,2012,university of california santa barbara,winnie cheng|gengxin miao|shu tao|randy moulic|l e moser|xifeng yan|david lo,806B160C|81419E8B|7E494194|859CDD02|7F21E4CD|7E150DF7|7E29A2A0,degree distribution|information flow|complex network|power law distribution|power law|social network|network model
7CA05884,www07-d124,predicting clicks estimating the click through rate for new ads,www,www07,2007,microsoft,robert j ragno|matthew richardson|ewa dominowska,836B47D2|01264F56|852EFD5D,cpc|economics|ctr|search engine|web browsing|ranking|click through rate|performance|measurement
7FAFD206,www07-d68,the largest scholarly semantic network ever,www,www07,2007,los alamos national laboratory,aric hagberg|johan bollen|lyudmila balakireva|herbert van de sompel|marko a rodriguez,05D2DB2D|5BB208E4|7D0C6C50|7F0EBC2D|7D23DE93,semantic network|web ontology language|resource description framework|data collection|semantic networks
80DB09D4,www06-d124,donet a semantic domotic framework,www,www06,2006,university of malta,matthew montebello|malcolm attard,84B4F895|8289020B,engineering|agents|semantic web|intelligent agent|standardization|design
7F4FD694,www05-d50,xquery containment in presence of variable binding dependencies,www,www05,2005,san diego supercomputer center,li chen|elke a rundensteiner,2B6DC36E|821DA4B8,na
7D2900FF,www11-d57,towards liquid service oriented architectures,www,www11,2011,university of lugano,cesare pautasso|daniele bonetta,7F676C3C|78F9527E,multicore processors|web services|programming models|virtual environment|programming model|cloud computing|rest|service oriented architecture|web service|parallel programming model|application development|performance
7DA3C451,www14-d102,the bursty dynamics of the twitter information network,www,www14,2014,stanford university,seth a myers|jure leskovec,6FF9A5FC|7FF2B881,network dynamics
8037F044,www12-d269,template based question answering over rdf data,www,www12,2012,leipzig university,philipp cimiano|christina unger|axelcyrille ngonga ngomo|jens lehmann|lorenz buhmann|daniel gerber,7ACD78D4|7C5BD87A|5BF1BCD1|0D3D6B0B|814F1BA0|7D8C4098,question answering|question answering system|linked data|semantic web|natural language|sparql
7E7A5A3D,www09-d0,community gravity measuring bidirectional effects by trust and rating on online social networks,www,www09,2009,university of tokyo,hikaru yamamoto|yutaka matsuo,7D587B4F|800E87C4,trust|social networks|social network|e commerce
754FACA2,www03-d76,efficient url caching for world wide web crawling,www,www03,2003,hewlett packard,marc najork|andrei broder|janet l wiener,8514A570|756D5165|78D3F0D1,crawling|web crawler|world wide web|rate of change|critical point|web crawling|distributed architecture|system design|web crawlers
7D6980C9,www07-d43,speeding up adaptation of web service compositions using expiration times,www,www07,2007,university of georgia,prashant doshi|john harney,80E040A2|7F6A1CF0,satisfiability|web services|service provider|quality of service|adaptation|cost efficiency|web service
7F3BFBC6,www03-d17,design implementation and evaluation of a client characterization driven web server,www,www03,2003,duke university,craig e wills|yin zhang|balachander krishnamurthy|k vishwanath,7F942C81|81D23CB3|81378AB4|7765FA2E,server
806B2969,www09-d89,deducing trip related information from flickr,www,www09,2009,exalead,gregory grefenstette|adrian popescu,7CF2CD55|28D7610F,text mining|georeferencing
767AB06D,www05-d198,delivering new web content reusing remote and heterogeneous sites a dom based approach,www,www05,2005,,luis anido rifon|luis alvarez sabucedo,77247287|7964E720,hypertext|web server|http|dom|url|interoperability|reusability
77CF59C8,www09-d158,raise semantics at the user level for dynamic and interactive soa based portals,www,www09,2009,,jeansebastien brunner|patrick gatellier,7CB6F4C2|85014FAE,human factors|service oriented architecture|user interface|soa
7DE68D3B,www08-d67,floatcascade learning for fast imbalanced web mining,www,www08,2008,peking university,xian wu|honglei guo|xiaoxun zhang|xueying wang|zhong su|zhili guo,7D785346|7DA3E11F|7EC38B86|812C4614|84A3E13F|809F97B5,web pages|web mining|decision tree|face detection
777FB79E,www12-d29,cross lingual knowledge linking across wiki knowledge bases,www,www12,2012,tsinghua university,zhichun wang|jie tang|juanzi li,80A0A7C8|7EE857A4|7D0E667D,knowledge base|factor graph
7E9E431B,www08-d172,statistical analysis of the social network and discussion threads in slashdot,www,www08,2008,,vicente lopez|andreas kaltenbrunner|vicenc gomez,6472A5D5|80FB95B4|7F080772,degree distribution|thread|log normal|power law|statistical analysis|indexation|social network|radial tree|kolmogorov smirnov|average path length|social networks|statistical test
7EA19D34,www07-d30,how naga uncoils searching with entities and relations,www,www07,2007,max planck society,maya ramanath|gjergji kasneci|fabain m suchanek|gerhard weikum,7ADCE2C0|84FC040B|02889EDA|1EAFC7AC,entities|world wide web|relation|semantic search|search engine|query language|semantics|ranking|knowledge base
7CEB1BD0,www01-d29,vinci a service oriented architecture for rapid development of web applications,www,www01,2001,ibm,rakesh agrawal|daniel gruhl|spiros papadimitriou|roberto j bayardo,7D2F0D36|8355D78D|83EDC060|7D3BB506,decision tree algorithm|quality of service|load balance|service oriented architecture|distributed system|xml document|application development|site map
769F6005,www10-d197,rants a framework for rank editing and sharing in web search,www,www10,2010,texas state university,byron j gao|joey jan,8112B3F6|84D8DA52,personalization
7D49017D,www05-d171,web resource geographic location classification and detection,www,www05,2005,microsoft,weiying ma|xing xie|yansheng lu|chuang wang|lee wang,7FA6D958|7ED7F3A0|7F3CD7CA|7EB5247F|7ED42DEC,geographic location|local search
7D289E98,www09-d178,discovering user profiles,www,www09,2009,hewlett packard,riddhiman ghosh|mohamed dekhil,7C305D6D|816B6B39,information management|semantic web|personalization|real time
79F07E36,www11-d79,automatically generating labels based on unified click model,www,www11,2011,tsinghua university,min zhang|liyun ru|yiqun liu|guichun hua|shaoping ma,7E828D48|7F3E4A35|7DB7C3FF|7DD4CC47|7DFAFAD5,ground truth|learning to rank|information retrieval|ranking svm
766AD866,www01-d14,steam designing an integrative infrastructure for web based computer supported cooperative learning,www,www01,2001,,thorsten hampel|reinhard keilslawik,2969AE72|06295A64,cooperative learning|knowledge base|external memory|design process|virtual learning
7EC0BB1A,www07-d70,compiling cryptographic protocols for deployment on the web,www,www07,2007,mitre corporation,jay mccarthy|joshua d guttman|shriram krishnamurthi|john d ramsdell,8105E2CC|75E01441|7F283270|821298DA,programming language|cryptographic protocols|http|cryptographic protocol
7EB1C8F3,www07-d0,xml based multimodal interaction framework for contact center applications,www,www07,2007,alcatel lucent,nikolay anisimov|herbert willi artur ristock|brian galvin,55BB95BB|17373F4D|80CD9E12,xml document|multimodal interaction
7E62D94B,www05-d181,partitioning of web graphs by community topology,www,www05,2005,hokkaido university,mineichi kudo|atsuyoshi nakamura|hidehiko ino,803912FA|789F78AB|821DE876,maximum flow algorithm|satisfiability|web pages|equivalence relation|maximum flow|graph partitioning
769D8F66,www09-d142,fast dynamic reranking in large graphs,www,www09,2009,google,andrew w moore|purnamrita sarkar,84BD2CAB|81612F0E,semi supervised learning|branch and bound algorithm|random walk|harmonic function
7543979F,www04-d225,a generic uiml vocabulary for device and modality independent user interfaces,www,www04,2004,,michael jank kapsch|florian wegscheider|rainer simon,84D942DA|0F031BA2|805BE10A,mobile devices|mobile network|mobile device|user interface
7D51399E,www08-d28,a larger scale study of robots txt,www,www08,2008,yahoo,arnab bhattacharjee|paolo dalberto|ali dasdan|santanu kolay,848B2ACC|06B02E07|0041F1FD|7AECBBFA,crawler|robots txt|search engine
7EAB439B,www11-d105,dynamic learning based mechanism design for dependent valued exchange economies,www,www11,2011,indian institute of science,swaprava nath,7D78292E,difference set|dynamic typing|nash equilibrium|decision problem|private information|incentive compatibility|mechanism design
76FC918B,www14-d50,can cascades be predicted,www,www14,2014,stanford university,p alex dow|justin cheng|lada a adamic|jon kleinberg|jure leskovec,7E51D03B|6FF9A5FC|11454D61|0C915F07|7E1E15B4,na
7EEF0FB7,www09-d86,characterizing insecure javascript practices on the web,www,www09,2009,college of william mary,haining wang|chuan yue,7F672EED|806913CB,web engineering|same origin policy|web pages|javascript|security|programming language
75E55A2E,www06-d116,sgsdesigner a graphical interface for annotating and designing semantic grid services,www,www06,2006,,asuncion gomezperez|rafael gonzalezcabero,85F9BE5F|7F3E360B,semantic grid|graphical interface|user interface
7F6EC6A2,www07-d47,causal relation of queries from temporal logs,www,www07,2007,peking university,zheng chen|yizhou sun|shuicheng yan|benyu zhang|ning liu|kunqing xie,812196E9|7FD78E52|85070579|7FD158F5|810B4A93|7D29203C,granger causality test|2 dimensional|search engine|time series
7DB56E17,www08-d24,learning to rank relational objects and its application to web search,www,www08,2008,peking university,tao qin|hang li|tieyan liu|xudong zhang|desheng wang|w xiong,7DAABBEA|7EE1FB1B|8120808A|7FC49C92|801A28FB|80429645,learning to rank|optimization problem|search engine
7F9EB054,www07-d147,monitoring the evolution of cached content in google and msn,www,www07,2007,university of the aegean,ioannis anagnostopoulos,86332B50,capture recapture
7D50958C,www07-d96,reliable qos monitoring based on client feedback,www,www07,2007,university of lugano,walter binder|boi faltings|radu jurca,8311B7C2|793C843A|618523B2,quality of service|service provider|incentive compatibility|service oriented computing
797F4D3E,www12-d300,beyond dwell time estimating document relevance from cursor movements and other post click searcher behavior,www,www12,2012,emory university,qi guo|eugene agichtein,03D2919B|7FBB301F,dwell time
7B3475B8,www08-d185,towards a global schema for web entities,www,www08,2008,peking university,xiaoming li|conglei yao|y yu|sicong shou,8493FCF6|7E17CBE4|7D7AB5B7|84EDA4BF,web pages
7F640E91,www11-d165,factal integrating deep web based on trust and relevance,www,www11,2011,arizona state university,subbarao kambhampati|r balakrishnan,50BA9834|8284E9DA,integrable system|deep web
7F83EB49,www14-d37,the company you keep mobile malware infection rates and inexpensive risk indicators,www,www14,2014,university of california berkeley,petteri nurmi|eemil lagerspetz|n asokan|sourav bhattacharya|sasu tarkoma|hien thi thu truong|adam j oliner,43CB1B8C|31BD9121|75145817|750BAB91|12557FFB|84BC643F|61F4D319,android
80306F51,www04-d107,efficient pagerank approximation via graph aggregation,www,www04,2004,ibm,jan pedersen|andrei broder|ronny lempel|farzin maghoul,2292E9C4|04677524|85F8A494|756D5165,link analysis|web pages|search engine|search engines|random walk|probability distribution
790066D4,www01-d45,visitor awareness in the web,www,www01,2001,karlsruhe institute of technology,albrecht schmidt|hansw gellersen,81619F2A|82E77308,world wide web|augmented reality
799990C8,www12-d123,care to comment recommendations for commenting on news stories,www,www12,2012,yahoo,yehuda koren|ronny lempel|amit kagian|erez shmueli,753464A2|0B74BE8F|860D4497|8000E281,loss function|collaborative filtering|personalization|recommender system|user generated content|social network|recommendation system
7F9071A0,www11-d122,dido a disease determinants ontology from web sources,www,www11,2011,james i university,min ye|victoria nebot romero|gehard weikum|mario albrecht|jaehong eom,84F548D3|80457D22|811D1538|84D44BFC|7DC6FDE1,knowledge base|knowledge discovery|relation extraction|ontology
7AB3C23C,www12-d113,leveraging user comments for aesthetic aware image search reranking,www,www12,2012,telefonica,tom yeh|nuria oliver|jose san pedro,7D3560B0|7D04765C|8583E6A4,sentiment analysis|opinion mining
7A75961E,www14-d263,robust multivariate autoregression for anomaly detection in dynamic product ratings,www,www14,2014,carnegie mellon university,nikou gunnemann|christos faloutsos|stephan gunnemann,8311D172|0A8F343A|12E05EFB,anomaly detection|sparsity
801305FA,www06-d170,an audio video analysis mechanism for web indexing,www,www06,2006,,marco aragone|marco furini,7C9A6CB9|84882C37,high availability|speech detection|indexation|automatic speech recognition|audio analysis
7EF72B19,www08-d61,a semantic layer for publishing and localizing xml data for a p2p xquery mediator,www,www08,2008,,laurent yeh|georges gardarin|florin dragan,7FEFDF5C|787B41A3|298DFED1,p2p|indexation
803644BF,www06-d73,a user profile based approach for personal information access shaping your information portfolio,www,www06,2006,the chinese university of hong kong,lo ka kan|xiang peng|irwin king,7E717172|8506976C|7D401A25,profitability|system|information retrieval
7ED81743,www12-d265,extracting client side web application code,www,www12,2012,malardalen university college,ivica crnkovi|jan carlson|josip maras,84D135C1|7738B1F7|845C0286,reuse|web development|user experience|user interface|web applications
7ACA7E51,www01-d41,1000 years of the olympic games treasures of ancient greece digital reconstruction at the home of the gods,www,www01,2001,powerhouse museum,sarah kenderdine,7654B1FD,cultural heritage|three dimensions|3d|laser scanning|virtual reality|anaglyph|zeus|web|design
7F3A8316,www05-d80,describing namespaces with grddl,www,www05,2005,ecole polytechnique federale de lausanne,erik wilde,8030F1F6,controlled vocabulary|management|languages
7A8B91BA,www08-d154,simrank query rewriting through link analysis of the clickgraph poster,www,www08,2008,stanford university,ioannis antonellis|hector garciamolina|chichao chang,5EFB2816|80C730E1|0E26BDB3,link analysis
793DF65A,www10-d39,data summaries for on demand queries over linked data,www,www10,2010,max planck society,kaiuwe sattler|andreas harth|jurgen umbrich|katja hose|axel polleres|marcel karnstedt,8177737C|84BCE4BE|7FA76EB7|29695B6F|805F6EA0|186B1ACC,structured data|satisfiability|conjunctive queries|linked data|data collection|indexation
7876EB43,www10-d198,measurement and analysis of an online content voting network a case study of digg,www,www10,2010,seattle university,yingwu zhu,7E3A0AE3,social networks
7FE99661,www04-d75,hpg a tool for presentation generation in wis,www,www04,2004,eindhoven university of technology,bas rutten|flavius frasincar|richard vdovjak|geertjan houben|peter barna,8041870D|7993B216|853F44A7|849915F8|790FDEA8,xslt|design methodology
7F37FDCA,www11-d60,cate context aware timeline for entity illustration,www,www11,2011,max planck society,shady elbassuoni|nicoleta preda|tran anh tuan|gerhard weikum,1EAFC7AC|713B83DA|3CEB330E|84E175B5,timeline|interactive visualization
7A47A110,www04-d149,web page summarization using dynamic content,www,www04,2004,university of tokyo,adam jatowt,00CA311A,web pages|dynamic content|change detection
7FB88A13,www11-d145,ranking in context aware recommender systems,www,www11,2011,seoul national university,minsuk kahng|sanggoo lee,75C4C688|7EB8DE34,collaborative filtering|recommender system|recommender systems|information retrieval|learning to rank
81575EA6,www08-d128,mining indexing and searching for textual chemical molecule information on the web,www,www08,2008,pennsylvania state university,prasenjit mitra|c lee giles|bingjun sun,7DBE521C|81758451|7EA51AF4,substring search|similarity search|indexation|search engine|conditional random fields|ranking
7C0410B7,www04-d118,query and content suggestion based on latent interest and topic class,www,www04,2004,,noriaki kawaeme|hideaki suzuki|osamu mizuno,858462C2|8508F720|84EF03C1,user model|information retrieval|search engine|latent semantic analysis
8146A8F4,www05-d38,enhancing the privacy of web based communication,www,www05,2005,parc,philippe golle|aleksandra korolova|ayman farahat,81243752|7818340D|130E1276,profiling|word frequency|privacy
810F9D0F,www12-d245,finding influential seed successors in social networks,www,www12,2012,national taiwan university,chengte li|shoude lin|hsunping hsieh|mankwan shan,77A20542|8163F503|7DBE3A96|7F7FDEB6,social networks|world wide web|social network
805A20DF,www05-d66,algorithmic detection of semantic similarity,www,www05,2005,indiana university bloomington,filippo menczer|ana gabriela maguitman|alessandro vespignani|heather roinestad,77F77067|154B8163|40FB49A5|05D5580F,web pages|web mining|semantic similarity
7F574298,www05-d135,an environment for collaborative content acquisition and editing by coordinated ubiquitous devices,www,www05,2005,kyoto university,tomoyuki uchiyama|yutaka kidawara|katsumi tanaka,7E143110|7D2E7312|0CF2447B,rfid|network management|ubiquitous computing
7F39ED42,www08-d25,dtwiki a disconnection and intermittency tolerant wiki,www,www08,2008,university of california berkeley,eric brewer|bowei du,813683AA|75C458D5,delay tolerant networking|delay tolerant network|ease of use
7F07B9FE,www05-d52,wand a meta data maintenance system over the internet,www,www05,2005,indian institutes of information technology,anubhav bhatia|saugat mitra|saikat mukherjee|srinath srinivasa,849AF2B2|8485C469|862C4470|7D08328B,distributed file system|meta data
7C0A7F49,www05-d12,a model for short term content adaptation,www,www05,2005,,marco benini|michela acquaviva|alberto trombetta,72317478|7E7C6844|757FA5BE,adaptive filter|mathematical model|satisfiability
78F25865,www12-d97,information transfer in social media,www,www12,2012,university of southern california,greg ver steeg|aram galstyan,6BC5C864|6FFB4B70,point process|social media|spam|causality|information transfer|group behavior|point processes|social network|entropy|prediction|social networks
80E7BE34,www09-d128,using static analysis for ajax intrusion detection,www,www09,2009,brown university,shriram krishnamurthi|trevor jim|arjun guha,8361C27E|7C97714C|7F283270,control flow analysis|intrusion detection|static analysis|ajax|javascript|intrusion prevention|asynchronous communication
78A6E2A5,www05-d211,the semantic webscape a view of the semantic web,www,www05,2005,ibm,juhnyoung lee|richard goodwin,7DE14AA0|7FFAFA26,web ontology language|semantic web|markup language|ontology|resource description framework|rss|markup languages
80BD93DF,www09-d145,the value of socially tagged urls for a search engine,www,www09,2009,yahoo,ali dasdan|santanu kolay,0041F1FD|7AECBBFA,satisfiability|search engine
7C00BCFF,www12-d35,towards robust service compositions in the context of functionally diverse services,www,www12,2012,national institute of informatics,benjamin kloepper|shinichi honiden|f wagner|fuyuki ishikawa,8065112D|79149F65|7F4D517E|84D29C50,quality of service|non functional requirement|decision maker|service computing|multi objective optimization|robustness
02CA0028,www03-d5,http ice an http based distributed application framework for interactive collaborative environments,www,www03,2003,,leana golubchik|eiman elnahrawy|william c cheng,813AF249|0F8803D7|1005BF42,distributed application
